arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
5761.5,26313.5,35633.5,25614,25348,31535,12534.5,22610,12660,32070.5,8892.5,365,31888,21149.5
1119,22578.5,31589.5,15552,32056.5,23228.5,19184,12337.5,29995,28397.5,6993.5,589,10411,28676
727,2649.5,4863.5,11205,9509,2484,27590.5,7855,20817.5,4856,15841,6952.5,23648,12831
2653.5,6331.5,15116.5,28764.5,22436,27710,31977,25669,29354,16261.5,12185,11001.5,36254,15965
267,5816.5,21283,23641.5,18624,16722,26654.5,17851,18646,22186.5,8728,1550.5,12954.5,22252
666.5,18179,29145,8085,30886,18140,14235.5,8748,34307,21573.5,1764.5,723,29889,26414
797,16123,17832.5,32081,29416.5,17697.5,21227,29288.5,35211.5,22436,15037,6434.5,1211,32388.5
4887.5,29162,31058.5,27788.5,29718.5,21409.5,21432,19758,25260,33021.5,22435.5,801,8516.5,35589
13213.5,24768,23981,21307.5,32915.5,14167.5,4548.5,20403,35371.5,15569,8361,15170.5,21234.5,17376
4685,11335.5,25288,22113.5,10441.5,5451,31758.5,18405.5,7983.5,29286.5,19616,4796,16525.5,5581.5
39,5030.5,6692,23113,35760,28965.5,28021.5,26327.5,35898.5,10176,10794.5,8414,35814,27948
3171,18114,26378,22937,28582,21052,22113.5,17553,18685.5,31880.5,14467,3036.5,27754.5,23261.5
7785,684.5,929.5,9543.5,14816,7649.5,26003,8880.5,24532.5,4287,14701.5,6111.5,2364.5,30479
2322,7735.5,1554,36551,35871,34602.5,27511,35827.5,28657.5,16569.5,34472.5,34085,5351.5,7720.5
3508,8401.5,22392,11577,15928.5,9098,19324.5,9909,15981,22554.5,11765,4273.5,13361.5,19556.5
1248,18221,29440,5310.5,21492,15891.5,31377,6610.5,7503,35877,21891,1214.5,23091.5,14592
28352.5,35530.5,31960.5,25815.5,22399,36405,34398,28104.5,26229.5,24581.5,10651,24639.5,36138,25284
12637.5,34218.5,30126.5,36246,10998.5,26225,28950,36703,13099,20647.5,36039,30308.5,17128,6716
17513,21596.5,26348.5,28778,16646,15261,9458.5,24853,25180.5,1639.5,6680.5,10512.5,18890,36796
6456,3263,8918,12154,13695.5,15326,31677.5,7139.5,14191.5,17255,10289.5,3278,589,3643
14209,12910,13782.5,12200,33529,21276,34118,15906,16237,26016.5,5964.5,8647,34902.5,19482.5
23196.5,7249,12993.5,763,16294.5,12240.5,13421,339,24260.5,12646,427,8557,7729,5733
802,19220.5,27030,25954,25592.5,18066,13576.5,19186.5,32293,31830.5,13923.5,139,25923.5,32368
23843.5,12705,24307,19614.5,1064,31854.5,25911,16982,6083,14507.5,10758.5,20924.5,23252,3782
23615,2928.5,10713,2261,2739,11824,9311,3207,1585.5,1435.5,558,11158.5,25906.5,4693.5
548.5,2932,1703,33397.5,34419.5,30042.5,36265,35125,35740,14036.5,20191.5,27436,25381,21940.5
1476.5,9760,12993.5,31729.5,25743.5,24913,2676,32030,2834,5800,13471.5,14123,16763.5,11520.5
12049,19081.5,16241.5,14764.5,18821,32225,18546,16886,33156.5,14057.5,21009,23133,36509,10200
23641.5,22527.5,34534.5,12840.5,17458,9657.5,5457,12308.5,1969,33805,21060.5,15442,14880.5,1267
9353.5,10018,34624.5,25747,7410.5,6069,22105,20239,10627,19950,5837.5,1198,2080.5,5634
5984.5,22650.5,15028.5,36697,25781,23523.5,3066.5,36057.5,14299.5,4199.5,35111.5,19988.5,17128,29638
12041.5,18615,6009,24332,35219.5,35300,34268,23242,31028,8027.5,23998,22937.5,20101.5,35923
730.5,22075.5,33540.5,10964,27814.5,14787,23516,11951.5,23734,26080,11992.5,421,14050.5,23431
4958,13615,8076,32275,35162,25849.5,34660,25875.5,9814,19186,26999,9782.5,21705,5173.5
328,23858.5,33169.5,25302,28151.5,11221,5295.5,21436,30395,34940,23377.5,5644,12753.5,29652.5
34184,32699,25748.5,4457.5,22255,29269.5,5034.5,6995.5,36802,24306,20642,34523.5,20181,9005
2305,22462.5,25748.5,32492,25618.5,20640.5,31906.5,26926.5,18867.5,26688,9439,1523,20534.5,25703
23917.5,14074.5,30731.5,12144,25598,1788.5,538,15369,29801.5,15772,20248.5,17086,1165,24863
1529.5,24937.5,21628,27687.5,29690.5,12513.5,29910.5,21793,11348,30278,21018.5,6071,7557,26287.5
2630.5,2487.5,2658.5,15675.5,15270.5,1444,31549,9803.5,23094.5,5819,20891.5,2762.5,17252,30262.5
3102.5,13082,15532.5,12506,22889.5,17269,22523,12007,25271.5,13168,5552.5,7070,24895,31654.5
341.5,2119.5,3833,16148,17261,8626,30202.5,11734,26570.5,7056,13090,2806,16152,35300
10998,29149.5,26296,25840.5,32308,6069,5197,20475,14867.5,22247,24639.5,8036,18308,27097.5
13825,35580,35476,15339,32845.5,28971.5,26183,20331.5,26187,32317.5,21100.5,23757.5,7984,25883.5
6908,4501,9956,3958.5,22061,15753,21424.5,3948,21186,17197,1926.5,302,22772,31007.5
467,30821.5,32547,19983.5,28221,14245.5,18606.5,14726.5,16500,33143.5,17626.5,3482,2298,33333.5
28457,11864.5,21212.5,6715.5,5480,13186.5,35887,9047.5,20597.5,20742.5,14683,17840.5,172,15777
5006,811.5,3874.5,7388,5618.5,3212.5,30938.5,7907.5,6090,8825,5399,2716,25739,20651
16686,13899,16173.5,24951.5,25797,14736,31858,18841,12077,8186.5,17187,3487.5,5144.5,28070
7712,6669,18927,2379.5,4317,11073,12144.5,2018,26488,11573,3895,8321,6446.5,1649
3003.5,6708.5,14165.5,24235,24726.5,6654,33260.5,20350.5,23880.5,24197,12888,7618.5,9696.5,34435
23524,30010,30772,19243.5,23565.5,14577,27153,27603.5,2173,36101,25657.5,21007.5,17736.5,25491.5
1048,20047,21293,17052,26517,8656.5,11731.5,11575.5,25677,27619.5,18786,1565,6865,16637.5
17610,1699,948,11238,12291,13392,26064.5,10260,17604,9192,23474.5,22492.5,2032.5,9055
5221,5299.5,10136,7791,19144.5,6673,10555.5,3672,22511.5,16132.5,11614,510,13251,28960.5
12232,15103.5,18272,15692.5,20100.5,10375,25948.5,9615.5,26371,25940.5,26246,5627.5,14202,29419.5
44,24917,34518,8847,23933.5,26019.5,18402,11015,17197,35615,4514.5,500.5,13942,19298
2245,26711,27133.5,21824.5,12862.5,4556,1192,26102.5,13801.5,12117.5,19661.5,28748,14961.5,18975
29618,19367,25393.5,28211.5,2702.5,28248.5,11245,31143.5,8883.5,3032,19841.5,34641,18598.5,14277
1492,20583.5,17438,26385.5,18828.5,10428.5,6720,29276.5,2960.5,30213,29824,22415.5,35252,6759.5
15584.5,36051,32985.5,30395,30513,25877,18046.5,25114,32503.5,31460.5,32944,26853.5,773,8145
24229.5,766,1079,7483,4678.5,1583,13546,6997.5,16328.5,754.5,17581.5,31623.5,24504.5,21188
16815,36,20,15189.5,9050,1186,26146.5,16145,12883.5,182,34236.5,34094,5549,25977.5
23117,474,125,12955.5,4921,3070,20865,16217.5,29126,576,27482,32201.5,6325.5,25303.5
34843,25384,27080.5,11833.5,27069,25775.5,27204,13534,24939.5,20628,7646.5,23488,7968.5,19005
11361,22031,34361.5,15593,21570.5,18208,17666,13067.5,4376.5,33535.5,11508,7392,10664,5069.5
2027,25811,31456,4782,32720.5,19934.5,18578,6912,25558,33057.5,1390,1032,21153.5,27232
6658.5,19022,35529.5,3719.5,15736.5,4215,6617,1941.5,35447.5,29315.5,17671.5,2588,7923.5,21590.5
5547,21446,31350.5,29063.5,13300.5,2300,24746.5,21014.5,6020.5,22765,26882,6356,7269.5,11398.5
1025.5,16667,20911.5,9553.5,25627.5,16772,33331.5,9696,25169.5,30346,11172,1424.5,21440.5,26569.5
36769,34746,28882.5,8240.5,7090.5,19800,17691.5,14273.5,12807.5,23612,22427,33904,16917.5,11176.5
27314.5,516.5,3144,3733.5,293,513,26483,5281,5674.5,2235,12279,24862,11332.5,1199.5
6045,11250.5,19652.5,21344,8323.5,9257.5,23486.5,17771,2779.5,15431.5,23178,5565.5,19985.5,5069.5
28994.5,21386,24909.5,13024,9509,14711.5,29701,10589,27184.5,11900,9062.5,13093.5,34197,27114.5
1039,31335.5,26856.5,12478,24382,25565,18459.5,11571.5,17573.5,30346,26915.5,7629,26239,8672.5
1205.5,21880.5,20527.5,7413,30660,31315.5,19038,6596,25945.5,35661,18350,3106.5,16936,12171
9416,18988,14339.5,9392.5,27766,17862.5,14926,11434.5,22933,22040.5,17724.5,14983,11220.5,23906
29894.5,25881.5,28618.5,12885,11187,33272.5,4447,21602.5,13926.5,3905,411,22785,33724.5,32277
11603.5,29258,30299.5,19195.5,23282.5,11953.5,18556.5,20493,26351.5,12697.5,1227.5,5884,27588,6640.5
10203.5,8855.5,9059,23953.5,24562,7139,27087,17961,33635,28420.5,27584.5,5887.5,18079.5,31283.5
22091,35780,17525.5,24911.5,31616,33214.5,4773.5,26249,31141.5,20277.5,29345,24287,11489,8644
11940,3001,6134.5,581.5,13245,2019.5,17795,221.5,32204,10961.5,4685.5,2200,13293,32478.5
16430,26542,33554,16425,31066,21193.5,24561.5,11254.5,23836.5,35669.5,13481,1916,15662.5,24425.5
32682.5,28805.5,33657.5,10491.5,12347.5,8873,3908.5,12963,11059,12853.5,20693.5,24574.5,6764.5,15777
13370,35807.5,31847.5,12265,35718,30242.5,35206.5,17572.5,9265.5,35220.5,27907.5,15885,28479,10074
821,10052,24869,21625.5,12236,8701,30260.5,18520.5,3417.5,19942,10856.5,678,26762.5,34239
5749,2879,7983,35770,20742,23410,32618.5,31643,17646.5,3508.5,4915,5892,26620,16043
3658,14839,21782.5,13167.5,12665,11228,32933,11251,5837.5,32012.5,15094.5,4261,20752,26071
15564,22712,17944,7959.5,25456,20281,31576.5,5585,25536.5,23175.5,15090,7109.5,21594.5,16830
8900,25233,35295,27644,25180,15238,13461.5,21421.5,13882,27731,3239.5,6665,13399,23471
8685.5,15114,12696,26117.5,25627.5,13271,35568,21071.5,20610,19081.5,7368,7490,27340.5,33447.5
6670.5,23071,34272,13033.5,16646,19348.5,23067.5,9476.5,20427.5,30305,16404.5,2208,26159,14794.5
8312,32986.5,25610.5,33635,27124,27559.5,178,30008.5,24077.5,7099.5,32451.5,22516,17819.5,12899
11648,9626,22176,13233.5,2590.5,3015,28409,15659,574,5682.5,10540.5,13413,31145.5,2735.5
5295,844.5,1732,3051,13098.5,4131.5,16896,2118,18931.5,3118.5,6644,6084.5,9600,12626.5
8664.5,19434,28003.5,17067,27076.5,19209,30667,13791.5,9449,36034.5,17488,328.5,20337,22606
661,7406,6559.5,35612,34470,25889,35163.5,32113.5,26521.5,11900,32912,11641,26197,24019
9316,7564.5,22607.5,5156,2110,3056,33146.5,3722,6719.5,20997,1579.5,1328.5,20276.5,23579
762,24380,6964,36028,30720.5,4289,27344.5,35859.5,5951,33672,32552.5,17954.5,1634,35040.5
2305,18429.5,25918.5,14346,8741,17332.5,31307,10347,6398.5,33390,8199,240,19937,27180
1895,22897,22868,28979.5,28488.5,16490,22185.5,25807,9603,23645.5,27139.5,1426,12540,27097.5
3411,11637,13150,14337.5,31002.5,16605,22606.5,13496.5,31396,12033.5,25770,5415.5,29527,26471
17581,30983,11581.5,31385.5,34957.5,30101.5,20108.5,31562.5,24804.5,25867.5,34899,34160.5,7831.5,19087
8709.5,25204.5,33995,25659,33094.5,11806,2716.5,20341.5,24850.5,18856,9052.5,10481.5,825,33265.5
899,32610.5,34189.5,8562,30125.5,24517,32820,7803,21772,33080.5,11172,1067,28488.5,13350.5
2340,6139.5,6674.5,25632,13154,4061.5,31877.5,19581,10194.5,24295.5,31058,8516,7733,10643.5
132,29104.5,33958.5,33136,32290,19398.5,19414.5,25459,22027,36043.5,21827.5,620.5,16137,22145
1202.5,22290.5,24822.5,18681,33486,25224,25779.5,12863.5,21519,34149.5,11012.5,175,32478,28381.5
2519,2827,10557.5,14856,13774.5,8259.5,20301,11622.5,18454,12516.5,3225,2771.5,6828,31533.5
34258.5,6244,21640,2236,3376.5,1241.5,1942.5,1273,8859,7369.5,296,4689,13163.5,12437
34523.5,35574,29590,27917,23259.5,16022.5,5323.5,29694.5,13926.5,30117.5,33417,35579,7562.5,10714.5
2272,11220.5,10107,34039,30411.5,35501.5,33898,33271,29854.5,16387.5,21209.5,18027.5,33888.5,324
7690.5,26980.5,34175.5,24487,25055.5,15807,25005,17875.5,18322.5,32639.5,16053.5,4909.5,17811,26104.5
20027,24230.5,32273.5,14325,19723.5,3289.5,11587.5,11260.5,14191.5,33414,16801.5,6673.5,5120,22391.5
31582.5,32526,34475,15126,13616.5,29427,31085,18120.5,16101.5,35471.5,26164.5,23271,32769.5,28110
20844,22041,15619,11670.5,17274,17592,22293.5,15165,26727.5,16703,4182,13467,8615,10094.5
7979.5,7772,21600.5,23080,23301.5,13098,35638,17704,8747.5,22873,9204,5176.5,28699,16453
29471,24261,14521.5,25650.5,16882.5,9582,18128.5,23920.5,19496.5,2915,31104.5,27999.5,26954.5,18755.5
5216,19475,21866.5,8055,20685,22237.5,13615.5,9565.5,27201,14876.5,20033,17895,15499,35944.5
33000,36555.5,36201,12102,30940,23531.5,5315.5,18655,12412.5,35068,13713,16498,28688,25321
7221,33488.5,19114,17118.5,26047,20565,30932,18572.5,12179.5,25564,24497.5,14736,26826.5,1997
4768,10173,19014.5,25085,20484,17718.5,28324,17477,15063.5,15189.5,21998,8640.5,11760,5075
3191.5,20855.5,30647,24071.5,19575,18777,24724,18560.5,4307,35391,15661,2472,28733,27652
11719,18704,27879.5,9031.5,17801.5,11653.5,8618.5,12548.5,23286.5,16405,3319.5,6790,35180.5,26091.5
8353,17367,19177,20144,26112.5,6523.5,12938.5,10635.5,31218,16419.5,27855.5,8437,6936,34846
1385,10742.5,27776.5,17541,23483,16997,34802,14147.5,17352.5,15548.5,21488.5,2943,11430.5,31969.5
2023,31318.5,34392,26501.5,33841.5,20775,7619,21114.5,35413.5,36025.5,8812.5,1535.5,8685,35377
30958.5,1067,4600,324,6566,1844.5,2897,276.5,11414,2282,13421.5,13712,11697.5,16573.5
5225,20611,31890.5,21206,15913,13119.5,36226,20144.5,8689,26749.5,13694.5,4904.5,19858.5,28198
19243,12728.5,9277.5,11413.5,8846,10001,4524,13133.5,28939,8555.5,33825.5,13930.5,9256.5,12236
6953.5,22668.5,30761.5,32345,13547,7723.5,9700.5,23939,8095.5,16376.5,21778.5,2951.5,16232,31875.5
17983,23537,25728,9036.5,17235.5,6514,31016.5,7405,14103,32424.5,21833.5,8094.5,2494.5,23487.5
17864.5,24328,22086.5,27518,28390,19013,5072.5,24949.5,32682,16278,27427,9003.5,29223.5,22398
1714.5,9141.5,26784.5,10172.5,4595.5,7603,23544.5,9230,7890.5,16419.5,4460.5,649,25453.5,5565
8822.5,4811.5,16548,23353.5,12551,4054,22441,16228.5,14037,11138,13020,6876.5,596.5,6209.5
13542,18967.5,32229,10281,21317.5,2985,14960,7572,9736,31250,12007,3062,9850,29159.5
15919,29496.5,35554,13465,12494,10439,27250,17495,19231.5,36467,29407.5,19205.5,14713,24843.5
14736,9276,11758,10465,23501,20318,17924.5,9685.5,24245.5,24285.5,8877.5,8637,13566.5,29735
19762.5,6850.5,13659,4434,6588,8783,4164.5,5051,12152.5,5451.5,10266.5,8026.5,5128.5,24658.5
2610.5,29319.5,29695.5,36628.5,34360.5,32459.5,16777,35902.5,26287,26476,30459,9172.5,19911,33899
19360,22814.5,29556.5,18871.5,22588,10546.5,11913.5,17417.5,9701.5,25277,7986.5,14571.5,11576,30004.5
4239,10735,24899.5,1406.5,21482.5,20445,9881.5,1885,33819.5,22604.5,1755,3740,12844.5,20041.5
6567.5,10533.5,24040,27353.5,26274.5,16323,29764.5,21019.5,31703,20461.5,6721,3246.5,6909,30012
1903,17004,30306,17997.5,22436,17505,21125.5,15035.5,16520,35617,18149.5,2274.5,22580.5,11603.5
5822,467,661,15601,7582.5,1890.5,27544,12243,28128,1519.5,20870.5,9896,11517.5,21741
4481,16172.5,15293.5,30662.5,15286,31748,32547,31458,6860.5,21006.5,26034.5,10705.5,36410,3614.5
12617,10905,20050.5,276,8309.5,17383.5,22649,550,22633,12163.5,5067,5749,34764.5,9659
5112.5,12458.5,23348.5,1198,12727.5,14495.5,19823.5,413,28688.5,20673.5,5642.5,774.5,24237.5,25860
7720.5,23292,32507,30027.5,11028,1594.5,32478,26141.5,1353.5,34122,30973.5,11202,10501.5,6303
1299.5,15191,22435.5,20806,25324,5647,10709,12003,26882.5,32276.5,20556.5,357,18125,31455
1856.5,24698,33049,23015.5,17512.5,13873.5,30078,20277,12000,33503,11172,6147,31159,4364.5
10952,33859,27576.5,22398,26364,8732,4368,28282,22673,23351.5,8550,18654,19523.5,25184.5
14048.5,8773.5,4722,33340.5,34379,27076.5,35862.5,31096.5,31141.5,25197,29954,25299.5,8442,3563.5
30659.5,32196,9886,28185.5,15647,28722,7765.5,30430.5,24504.5,23569,30133,31133,8897,18502
30560.5,40,274,3749,400.5,17,15291.5,3443.5,4687,344,32027.5,28744.5,45,13076
164,21906,20260.5,13530.5,34348,22716,33682.5,10019,29640,35899.5,5662.5,29,32958,22489.5
6822.5,6432.5,7070,7630,11143.5,5154.5,9989,7107,23751.5,10435,4746.5,6330.5,12357,20492
23051,24522.5,27708.5,6144,26613,19250.5,7163.5,11210,21020.5,30447,11022.5,15332,16315.5,28486
4714,24853.5,18895.5,35867.5,20478,33565,22606.5,36307,2743.5,26177,30172.5,28780.5,25273.5,5006
2663,12592.5,34708,13776.5,6167.5,8941.5,29000.5,8957.5,2767,24508,3378.5,2330.5,19145.5,2872.5
25269.5,1151.5,2774,1985.5,834,1392.5,25280,2335,14014,1689,7685.5,19072,18423.5,6632
3545,20336.5,21832.5,25558.5,31490.5,21456.5,19394.5,19397.5,13187,26322.5,12522,1411.5,29038,15072
9454,4922.5,14852.5,21828,6805.5,15774.5,24375,26327.5,18039.5,5800,153.5,10265,22699.5,19762.5
6589.5,23792,35839.5,16753,26299.5,8873,13602.5,12411.5,17365,27215,8403.5,1808.5,5020,30647.5
9135,2222.5,5111.5,8562,21084,17034,34908.5,6059,27131,5239,3966,4857.5,30630.5,34627.5
3569.5,8506.5,20794.5,4150.5,16062,14711.5,10477,2777,9570,14531,4125.5,1020,17980.5,16318.5
17256,7428.5,9619.5,19433.5,9226.5,1119,170,21398.5,21985.5,7936.5,7570.5,26056,30623.5,9179
3943.5,13757.5,22978.5,15261.5,15133,6857.5,28919,13148,1335.5,35179,11433.5,756.5,14531,29870
5435,21851,23743,29679.5,19177,13977,23125.5,21874,19019.5,20431.5,31215.5,2459.5,13429.5,34222.5
5295,30380,27654.5,23608.5,27620.5,22737,19334,18140.5,31912,30447,23526.5,9648.5,19617,34134.5
2617,9683,6845.5,27069,34698,20318,30752,19993.5,27233.5,12370.5,19214,7788.5,28097,20289.5
1607.5,2015,4239.5,26890,17206,19672,34108.5,23943,13541,11921,13428,10545.5,27512,23587
1884,34257.5,35415,19273,29679.5,25462.5,19353.5,15574.5,13842,33678.5,14527,2738,29199,33051.5
26386,28385.5,24421,10813.5,19797.5,11551,2241,13546,6206,20620.5,11096.5,20745.5,11382,4373.5
31888,1130,3176,740.5,4479.5,7100,8303,1620.5,6481.5,2291,2192,21481,14771.5,14257.5
7749,9397.5,23337.5,11819,14968.5,12899,25203,10465.5,5025,23670,17118.5,3191.5,9364.5,2534
11551.5,22732.5,29829.5,8493,30568,28959,8005,9182.5,25428,24918.5,2192,10242,21389,28686
9764.5,18937,30970,18164.5,29359.5,6281.5,21915.5,14381.5,28722.5,35628,20503.5,7423,8955.5,32700.5
9512,34394,29652,6259.5,36423.5,32991,1114.5,8376.5,35095.5,32200,9246.5,7107,25604,28259.5
10812.5,3504.5,10100.5,4993,7073,2334.5,28291.5,3951,7788.5,11099.5,5595,2271.5,24065.5,31320.5
36806,18492.5,29896,391,2777.5,19625,29717.5,681,6390.5,34562,15326.5,26711.5,11396.5,21311
13015,27783.5,31642.5,28112,6374,5251.5,6002,29089.5,3595.5,21403.5,19074,20393,19261.5,4639
12060.5,31347,30432,14797,15090.5,28038.5,18578,19397.5,16815.5,17224,8801,13333,36171,31467
10067,23985,34224.5,21335.5,27402,2651.5,16616.5,18662.5,19626.5,23714.5,34058,12767.5,5029,30012
19947,27815,16353,9752,10677,4066,1819,11719.5,25910,11582.5,27499.5,26384.5,5324,16146.5
8338.5,18281,36229,9094,22032.5,18355.5,15088.5,8658,12748,24129.5,2266,1070,27991.5,35926
30670.5,22712,6172.5,12295,20452.5,31875,23152.5,15440,22059,14222.5,16831,34654.5,15865.5,17200.5
993.5,29481,28178.5,22389.5,27454.5,11647,8885,18662.5,33110,36124,11626.5,3862.5,18032,25600.5
24440.5,1682.5,1653.5,17080,12470,6864,21158,16801.5,600,3008,27377.5,27741.5,4999.5,14827
1210,10655,8485.5,35452,34946.5,21409.5,32625,28365,32023.5,12173,29129,11398.5,20328,4162.5
3697,26980.5,36833,14225.5,19936.5,19958,24789.5,9869,7417.5,25333,4024.5,233.5,20987,10868
5418,14800,32507,29577,11712.5,3289.5,15636.5,22375,5691,8642.5,6570,3210,4614,14100
7030.5,35982.5,18825.5,32372.5,20973.5,36263.5,12463.5,33080,24973.5,33210,12102.5,13907,32535.5,21460
3843,21036.5,32567,24698,33959.5,9905,3959,13934.5,31021.5,13765,5417.5,2516,15809,23971
17288.5,8575,7501,26989.5,22067.5,15980.5,30657,21951.5,14153.5,15233,30439,16852,22951.5,3275.5
3162,14912,13524,22684,23914.5,6485.5,31592.5,15369,5800.5,26307.5,21962.5,1311.5,12147.5,26305
23196.5,15641.5,15787,14837.5,5094.5,23579.5,11944.5,21759,13954,7140,11599,23683.5,21987,22292.5
3321.5,16742.5,10755,29992,32050.5,19320.5,29534,21534.5,21954.5,16643,25112,6984.5,17337,14420
35151.5,35273.5,27238.5,15959.5,24062,26157,25273,19144.5,6593,31859,14745,26315,22504.5,32714
23797,2143.5,1885,7926.5,11768.5,12995,18117,13098.5,35383.5,4485,12205,32264,33679,14551
13627.5,10910.5,4779.5,31692.5,35557,8024.5,31937.5,25860,23998,22575,18519.5,8830,7762.5,36506.5
5279.5,17723.5,33879.5,25246.5,4619,18164,23726,22888.5,2289,28552.5,17545.5,7671,32638,11060
16731,29536,33194,6588.5,29961,12450.5,815,8376.5,25653.5,31795,9600.5,6727,25066,6092
26923,32579.5,36058,4560,12008.5,24184,19134,6464.5,10927,8711.5,1514.5,8587.5,36100.5,12508
1525,20191.5,20535.5,29795,26099,8721.5,22412,23846,11788.5,21594,17659.5,3233.5,867,25063
20566,1978.5,1819,2362.5,14954,31077.5,14827.5,6861.5,29239.5,4010.5,9878,26849,34921,2640
8258.5,33967.5,34151.5,12408,18361,20409.5,3708.5,19151,7274,31066.5,24893.5,16752.5,22904,7342
5524.5,16867.5,28504.5,18868,20233,23502,28745.5,14624.5,19803,31561,14761.5,3477,19783.5,20492
14491.5,15222.5,25288,24387.5,9654.5,17791.5,20341,23631.5,5486.5,24058,18326.5,13312.5,28920.5,19096
1853,22527.5,16090.5,33099,35796,16698.5,27118.5,24607,34360,29180.5,26246,5940,7388,27633.5
12260.5,15493,32985.5,12395,9439.5,10943.5,22523,13211.5,18571,26088.5,9074,5896.5,4034.5,13261.5
9004,26090,35302,13249.5,26364,6099.5,22324.5,9108,17139,28624,8206.5,389,19966.5,25370.5
17394,12734,21688.5,27702.5,33558,15991,33174.5,26333,28869.5,24197,9046.5,9446,9540,33774.5
976.5,8156.5,16596.5,17207,18119,5379.5,24139,10753.5,19168.5,20177,10300,2967,9721,31513
17244.5,20222.5,20309.5,16446.5,15851,22248.5,11755.5,14078,17182,26654.5,11022.5,13596.5,24595,2268
33770.5,28352.5,23732.5,827,27693.5,31002.5,14144.5,1729,29114,17224,5442,17109,30845,12360
9613,20315.5,36204,29908,8945.5,8107.5,24427,23658.5,11872.5,14057.5,8142.5,4368.5,4049,10915
15225,12592.5,9232.5,23985,21933.5,14422,9511.5,28298.5,9472,6452,13660,30577.5,25842.5,2514.5
5209,12355,28317.5,17080,10089,26260,32632,14799,2005.5,34487,2911,2032.5,29744,10319.5
6651,5691.5,12108.5,3518,19656.5,6372,9798,1792,27240.5,16947.5,3830,804,9284.5,28647
238,18056,11899,36843,34159,30874.5,30446,36863,3899,20732,33140,23872.5,30506,34641.5
22452,31311.5,11426,25815.5,36473.5,30677.5,15231.5,21829,11632,27358.5,34400,12047,21718,4266.5
4116.5,25836,33161,9959.5,23251.5,11837.5,16194,6204,9171.5,28065,9335,896.5,21789,16250
26742.5,21583,30223.5,6382.5,1464.5,21076.5,25889.5,13828.5,146,35723,28813,20598,30451.5,9579.5
31464.5,26430,31923,26937.5,32786.5,18219,7392.5,22698,17139,21080,2039,8325,29536,9977.5
10626,5558,4003,30058,29538,19348.5,27477,31155.5,19442.5,17437,34909.5,14886.5,14195,35825.5
3404.5,20095,33169.5,8721,22040.5,15298,19108,6122.5,10820,27808,2263.5,165,27236.5,24227.5
14819,23128.5,10129.5,15085,19038.5,11575,12712.5,19983.5,10846.5,25047.5,22380.5,26004,35354.5,3544.5
21730.5,29959,35559.5,14862,19393.5,15380,17465,12438,889,28184,19103,8835.5,19549,3322
13807,17770,17080.5,15466.5,14182.5,6714.5,7392.5,16596,23849.5,18294.5,10238.5,12884,36322.5,12132
7610.5,15002.5,21553.5,13451,21605.5,14356,30657,7809,5691,26944,14751,681,26972,13709
29730,12630.5,18353,5818.5,2635.5,1244.5,6076,7210,16307.5,21358.5,25862.5,18040,3722.5,8057.5
5841,23915,35180.5,2962,15191.5,8013,6044.5,3278,13396.5,36784,19600.5,5011,4244,16283
26151.5,22208.5,23093.5,4390,10142.5,20125.5,470,5249,13541,18076.5,5094.5,15096,12479.5,4314
16145.5,9423,25906.5,8253.5,1771.5,1793,12671,11713.5,13904,5565.5,19475.5,18253.5,14167,13926.5
3729,1001.5,1261,34184.5,33242.5,29084,36320.5,32800,28657.5,3582,21757.5,23380,26666.5,23110.5
3545,13366.5,35749.5,14875.5,11195,8914.5,19048,10923,17696,22980.5,2962,2711.5,16365.5,15660
5722.5,15845,12533,22420,33045.5,10932,17283.5,15328,18713.5,23399,33304.5,3214.5,9238,34454
12651.5,2128,6916.5,1420,4999,8174,19917.5,1513.5,18661.5,5038.5,570.5,5722.5,26188,30734.5
2587.5,14422.5,29565,15228,15107.5,15470.5,25703,12291,24981.5,23197.5,16271,1908.5,21840,31948
32523,25160.5,29415,28618.5,4122.5,26194.5,11920,28043,19360,11888.5,5662.5,35435,9517,20
7474,26883,34067,10703.5,20918,11149,21324.5,7180,6185,34053.5,9966,828.5,24965,28147
8911,16995.5,21688.5,8873,14051,16104.5,7806,12596,34564.5,18294.5,4260.5,1662,33243.5,8434
13317,31803.5,32846.5,33212,10629,11997,28643,29512.5,1571,28150,31350.5,11751,12745,10878.5
8776,12568,21571.5,13663.5,10393,12776,36291.5,8414,3740.5,4478.5,10909.5,768,27359,16665
19906,18766.5,11426,14062,29400,32854,35740,13293,18552,27276,3509,8898.5,20562.5,30320
16224.5,20661,11777.5,31254.5,30902,4066,29723.5,26766.5,11271,31156,33092.5,12792.5,800,33730.5
1875,1663,2731,5895.5,6689,308,21519.5,3579.5,20644,5239,19765.5,5195.5,5042,10708
14462,1330.5,5516,1228,6535,3729.5,30457.5,903.5,22583.5,3708.5,3943,3730,31930.5,24628.5
25750.5,16657,23371.5,29364,25119,8308.5,18886,21564.5,20933.5,23612,7673,9912,13050,20006
1865.5,10817,21144,26784.5,25295,10075.5,7835.5,19545.5,28205,22093,17510.5,3589.5,11396.5,23368.5
5456,21152.5,16877.5,33936.5,23939,24374,29472,29546,25922,26553,1818,4849.5,27496,19677.5
