arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
4268.5,7261.5,27965.5,29169,1759,16169.5,30995.5,32344,2779.5,4614.5,572.5,6523,28688,6481.5
30526,15130.5,20434,15141,5335.5,28787,14392,23173,24504.5,5313.5,23269.5,33595,3007.5,2658
27982,1251,1888.5,17685,1957,17269,4846,21258.5,5352.5,704,17007.5,32215,10205.5,2955
2445.5,11194,19499.5,25481,15522,23568.5,34895,20724,4538,27428.5,14459,5049,33856.5,12321
29058.5,35416.5,21273,27062.5,18949,32847.5,27274.5,30314,7833.5,12352.5,28322.5,34358,24322,19531
30594,33743,18386.5,29276.5,25542,35331,9849.5,28331.5,5641,25302.5,25649.5,22937.5,34279.5,3395
25513,14640.5,9765.5,18021.5,6735.5,7578,25518.5,21407,28360.5,11941,19652,32628.5,27573,6510
31023.5,16772.5,28105,21507.5,700.5,3354,10180,23823.5,6406,17727.5,28090,31949.5,5763.5,1095
8140.5,31557.5,31756,30823.5,22382.5,18838.5,8183,30602.5,12370,16450.5,15545,28237.5,217,13407.5
21408.5,23292,19213,16014,21179,29969,2742,25442.5,6009.5,6175,2231,25191,1033.5,15660
12552,10477.5,32922,24683,10354,4317.5,747.5,28942.5,5544,26573.5,1618.5,9325.5,5408.5,15353.5
34949,34072.5,32576.5,27301.5,3638,22653,24996.5,33180.5,13418,21440.5,25936,35547.5,20609,1124
20501.5,10386.5,1332,32877,32241,30124,16871,34257.5,31396,2003.5,33605,36117,25508.5,28333
36071,26274,18581.5,18787,7743,11452.5,12619,21019.5,8394.5,9424.5,31384.5,32975.5,23707,3219.5
23490.5,9613,20434,4946,3371.5,13818.5,19854,5151.5,3283.5,13329.5,17979.5,17294,17715,4743
24781,15641.5,12026,15692.5,7415.5,1050,8857.5,26102.5,1710.5,7881.5,19849.5,26094.5,10938,8961.5
36168,32515.5,24879,25860,20754,35326.5,30072,26053,9171.5,36132.5,20825,28333,3430.5,10048
22668,32640,12786.5,15224,34147,33265,9059,19454,35193,17437,24049.5,32916.5,26256,5680
24224,35400,30994,32742.5,17140.5,22830.5,11965,35182.5,9577.5,20086.5,32684,34532.5,28546,8552
32567.5,12776.5,17910.5,11358,1574.5,12223,25826,11036.5,11358,17154.5,27955,26319.5,2484.5,15388.5
27715.5,26874,24076,6580,12660,22282.5,20074.5,10785,24660,20954,1929.5,15451.5,32830,17271
35235.5,23095,9460,25609,20973.5,27132,36033,26344.5,11059,8730,19716.5,31681.5,10506,13225
15415,29295,15541.5,14051,14948,14962,1743.5,13594,28289.5,18495.5,27621.5,18294,15626.5,32204
12064.5,31928.5,22744,29134,26299.5,17872,12039,28828.5,25813.5,19033,35921,29756,10859,33514.5
32012,34985.5,34737,29276.5,28511,1904,2748,33443,14561,32414.5,27186.5,28761.5,1466,34587
9534.5,5792,6629,29833.5,20736.5,28494.5,10049.5,32051.5,15074,4203.5,10899,19772,27149,3520.5
15314.5,30960,28527.5,15189.5,16703,4525,8416,18081,7991.5,21908.5,3706,8428,23562,33104
7330,31820,35590,23682,33418,11462.5,573,21264,18433.5,16535.5,18134.5,8259.5,21005.5,31292
32526.5,15191,18371,10367.5,29182.5,30915.5,11445.5,15171,31237,4199.5,2030,20143.5,31714,27169
32047,36166.5,36677.5,12333.5,12539.5,24875.5,11839.5,13374.5,2471,31274,25703,21375,16253,5516
31602,17976,4112,36160.5,36197,31134.5,22313,36160.5,29428,8852.5,36177,36722,28957,12471
34381,31250,12021.5,14428,24395,36761,35440,20251,34381,21457.5,24833,36370,18396.5,28717.5
29909.5,33279,25012.5,25870.5,26580.5,28453,13609.5,24932.5,9917,19186,17554,28602.5,24558.5,18964
33225,36803,36711.5,13839,28680,30327,14044.5,22407.5,2396.5,36854,11864,24325.5,7657.5,24648.5
24343.5,35130,35524,19878.5,30247,1717,21058.5,24715.5,8576,36011,25252.5,15596,2710,24612.5
35793.5,23415.5,15549.5,21742,26531.5,9341,24604,28657,35176.5,12072,4079,24972,30576.5,33149
21884,33092,36566.5,11921.5,13924.5,5256,321.5,8791,26604.5,23175.5,23324,8587.5,21084.5,34283
18539.5,17424,20925,9977,8147.5,17249.5,23139.5,18953,7362.5,36486.5,10779,19343,11945,12465.5
9784.5,5311.5,6111,22537,4326.5,10135.5,29733.5,31296.5,724.5,3017,16553,26976,8525,946
10654.5,24746,8188,32282,32812.5,31242,36492.5,32373,16137.5,22826,14751,20249.5,23461.5,31769.5
18239.5,3459,9952,12845,998,6208.5,11876,18655,3045.5,1017,1046,15564,22540,6370.5
26255,2705,1044,24438,31671.5,22946,27598,26865.5,35755,2088.5,26152.5,35807.5,21005.5,25451
24937,16185.5,17458.5,14541.5,2017.5,4766,32653,21997,7556.5,14663.5,18760.5,20440,17519,12245
29085,33240,20278.5,15256.5,9359.5,11235,28685.5,19976,32906.5,13428.5,20444.5,31518,32805.5,35828
27020.5,22047,30494.5,24228,5470.5,22830.5,25135.5,27701,9283.5,20902.5,14028.5,30380.5,23415,179
24591.5,29800.5,24611,32685,25191.5,30756,17913,33733,5221,29602,31714.5,36236,7695.5,579
1389.5,8556.5,22165.5,30788.5,2553,16667,36510.5,32950.5,2993.5,24692,24427,18755,32663,14560.5
15171.5,35470.5,32912,30856,32925.5,30277.5,5754,32145.5,17445.5,10604,19609.5,19622.5,31197,12429
6506.5,19109,9460,33436,20754,27697.5,18164.5,30825,17911,21149,13542,30199,2551,5658.5
15687.5,3095,2263.5,31060.5,13924.5,9061.5,15282,29753,24591,8598.5,35794,27181.5,5561,17173.5
28734,36141,36128.5,27120,12339.5,20261,33223,25572,12370,32248.5,25070.5,21515.5,20802,17643
23930,20470,13281.5,28549.5,12051.5,24448.5,36514.5,26929.5,9070.5,12258.5,18519.5,20361.5,32561,13887.5
2967.5,16877,8310.5,35657.5,35404.5,17784.5,23879,35962.5,15547.5,26742.5,29255,15793.5,29624,35490.5
36639,26130,17111,7756.5,28179.5,25064.5,2638.5,13331,33410,10435,2543.5,29099,10952,19886
398,25723,27415,35715,19265,26147,34303.5,35988,379.5,21506,17921.5,13687,23157,10643.5
20145.5,29826,26230.5,33976,15736.5,21123.5,10477,27798.5,9883,36382,19467.5,14805.5,11749,33265.5
24165.5,20109,17504,7438.5,6320.5,21841,25849,11891.5,9525,10362,14036,25242.5,27929,19614
5274,31860.5,24221.5,32607,24185.5,19680,35940,33588.5,13869,28039.5,9786.5,18980,14202,21522.5
4368,11200,4398.5,32991.5,29143.5,30300.5,25043.5,32817,21823.5,13786,25891.5,29959.5,18937.5,35284
11702.5,35674.5,35030,22751.5,22993.5,16901.5,185,26283,32663,31504.5,25212,30317,8413.5,22500
17486.5,21257.5,17896.5,30637,10382,20125.5,28876,31251,6520,11954.5,23766.5,28249,10506,22311
14813,31730.5,13516.5,26186,31194.5,32597.5,15629,30745,28027.5,15454,11161.5,29699.5,33022,27565
19228.5,33084,13140.5,26543.5,9249.5,29396,16442.5,29466.5,20413,10158,26343.5,31858,25222,26922.5
13979.5,19051.5,18031.5,4968.5,30524,18639.5,2116.5,6781.5,25844,21424,31928,22024.5,4873,26887
2841.5,16291.5,14889,26752.5,25811,20603.5,7255,28481.5,16545,27613.5,32694,25290.5,11300,12155.5
18265.5,13478,14967.5,19243.5,24867.5,2145.5,2034,23052,5366,30882,17159,9601,4673,30462
6556,13581,8612.5,28936.5,23920.5,15460.5,10834,29917.5,316.5,8621,22246.5,18898.5,20592.5,29022.5
29161.5,33069,26704.5,20292,18467,25110.5,26518.5,20060.5,25896.5,28870,26187,24053.5,16473.5,19463
27551,689,118,31981,27638.5,15226.5,24258.5,31730,20865.5,618,35777.5,36508.5,14894,11595.5
29494,36590.5,32533,28928.5,22740,19635.5,9798,30909.5,4065.5,28616.5,15368,29451.5,7652,19604
33829.5,32505.5,10600.5,28204.5,17921.5,19046.5,16067.5,25103.5,19764,30320.5,24855.5,33123,21840,21003
11404,6105,13235,31776,12926,33427.5,13440,35328.5,18443.5,6747.5,9385,31962.5,33320.5,7313
35041.5,29344.5,26798.5,16359.5,12981.5,9494,19994.5,20528.5,21928.5,24465.5,23976,29428,19133,28621
19747,25204.5,18509,32838,20076.5,20867,19670,34551,14784,3620.5,31798,26972,19383.5,30993
33938.5,7439,9961.5,2015.5,11522.5,3426,5739,3113.5,3673,6333.5,14178.5,21585,2027,6125.5
9928,29595,26093.5,32864.5,25334,18071,19428.5,32765,782,21500,13032,26179,9903.5,8616.5
743.5,11072,22196.5,33285.5,10828.5,16930.5,20948,33169,4565,14069.5,14142.5,9233,34363,14031.5
4565,18563,2885,36739,36067.5,36696,25005,36464,34550.5,8513,31599.5,32038.5,16374,31048.5
36704.5,15961.5,27486,13945.5,713,9035.5,15970,22581.5,9736,34014.5,18319.5,35617,342.5,5685
23696.5,690.5,2502,8933,3176.5,3217,29381,10361,18127,1634,12197.5,16526,14552,7359
31624.5,24181.5,21763.5,22975,29338,6719.5,2406.5,24899,24516,13456.5,4889.5,15580.5,10994.5,33643
6456,11907,12689,31564,17811.5,23779.5,15435,31327.5,3785.5,15271.5,15125,18570,22658.5,6820
14848,28805.5,27361.5,25428.5,6053,8308.5,10937.5,30323.5,2776,15540.5,17495,30004.5,27521,5870
14840,20730.5,16250.5,24209.5,18887,25018,33597.5,29054,8327.5,9590.5,3120,28929.5,28821.5,13709
9932.5,17587,17863.5,28804.5,8754.5,25585,26673,31596.5,2157,9223.5,21833.5,24977.5,13180.5,1746.5
6446,12172.5,22541,26570.5,15206,22290,23439,26309.5,3099,26923.5,11470,16332,25850,11297
21884,29414.5,31941,28677.5,36724,17662.5,6497.5,29264.5,32004,29625,29514,34122.5,1373,7926
14563.5,17694,12283.5,17990,7649,32951.5,23609.5,29054,16794,6440.5,801,26602,27898.5,17357.5
9722,33114,36190.5,25182.5,19493.5,20156,10762.5,26814,26840.5,32955.5,22956,14788.5,27282,31526.5
26266,33104.5,35196.5,15219.5,16517.5,36196,21451,23484,5341,34067,10074.5,27421.5,33493,1504.5
25345.5,15336.5,8655.5,32051.5,15669.5,16930.5,33619,26621.5,10619,2834.5,13528.5,28829,34334.5,11882
6645.5,21232.5,31106,6635,23341.5,23379,851,10485,34203.5,22494.5,7743.5,10615,18779,22742.5
10053.5,25306.5,28178.5,17913.5,19474.5,5745,3092,22276.5,24077.5,13484.5,3085,11576,27086.5,16735.5
33675.5,23415.5,9719.5,28692,28749.5,35603.5,26739.5,30792,22037.5,16604,19050,34476.5,28086.5,19171
27679.5,24868.5,25122,8733,5263,11714,32570.5,9296,30196.5,9105.5,15990.5,13024.5,35139,36039
26484,33493,36789,20100,15337,29582.5,32080.5,23260.5,20524,34558.5,21971,21879.5,4912,15255.5
8210.5,1290.5,588,15663,10473,7044,36347,17407.5,33054,9454.5,29353.5,34735.5,10722,32845
34712,25294,7397,34615,36242,17324.5,6382,35043.5,33610,9858.5,28332.5,33383.5,22679,35556
34246.5,16363.5,13064.5,27348.5,18814.5,10721.5,7163.5,28993.5,9883,4801,32892,33417,7074,27191
29916,33941.5,36630.5,24568.5,25681.5,26912,33307.5,24634,17303,36831,18561,16986.5,11666.5,22562.5
14473,26757,29133,22164.5,1148,27224,34250.5,21541,10201,18542.5,21100.5,26844.5,18679.5,6012
12721.5,7644.5,11654.5,25570,11601,2623,24966.5,21886.5,24188.5,8205,12768,10037,16079.5,30309.5
23196.5,34874,21923.5,28460.5,29617,27263,33407,28589,17182,16899.5,3910,17610.5,35617,30557
34416.5,35817.5,32399.5,19500.5,14714,29582.5,14222,24964,1425,20800.5,23449.5,30266,26972,2191.5
27452,6928.5,4876,1698,3986,4016.5,19838.5,1696,9426.5,7411.5,10094.5,24440,9452.5,19202
27055.5,33247,26748,30851,16315,13083,22228,28141,2653,31374,25176.5,23522.5,5995,33868.5
35055,29919.5,30848,11641,6560,14024,3111,19023,11445,13658,8768.5,29814,26301.5,25751
21927.5,26678,26759,17867,16712,21790,2191.5,21280.5,14807,15333.5,13713,20196,10573.5,8257.5
25212.5,26430,12588,28368,28808.5,26514,22379,28286.5,31365,28974,16296,31637.5,9238,22431
2770,24032,20508,36498.5,25055.5,24194,25311.5,35893,4554,25216,22380.5,17163.5,8299.5,19283.5
14599,14718,8036,30390,18821,19893.5,32159,32244,3090,16116,12444,17158.5,6199.5,26531
33250.5,25676.5,11872,25351.5,28463,36312,34842,24005.5,22005.5,20870.5,14002,23663,15646,27462
8795,22462.5,34998,36420,15962,18355.5,8297.5,36227.5,10726.5,12568,9021,13667.5,19495.5,4364.5
21197.5,21821.5,25435.5,5830,11857.5,36403.5,28099,12155,31848,9015,2562.5,25023.5,30256,2514.5
28653.5,33509.5,8644,7337.5,30707.5,36209.5,27004,11899.5,15828.5,28890.5,25520.5,33733,18943.5,3160
11027.5,1907.5,2167.5,25637,16174.5,15157.5,6793.5,27030,35917.5,6192,35374.5,36038.5,13985,22311
28305,12886,15253.5,34687.5,25399,869,17756.5,28441,35064.5,6072,10377,17206,7553,14411
22703.5,12396.5,7683.5,27561.5,24883,25280,27582,22860.5,21837,11045,17646.5,14042.5,33550.5,22068.5
7846,23733,29848.5,13721,7492,20352.5,17128,22774,14453,23299,17424,17847.5,13881.5,831
12225.5,27998.5,32588.5,11474,12951,19607.5,10630.5,15000.5,8909.5,29414,6966.5,22076,26287,5006
32237.5,34713,27473,25764.5,22452.5,25338,11861,23855,17100.5,23777.5,33623.5,27562,12193.5,21826
12009,17455,4257,36490,35416.5,32562,14479,36669.5,35197.5,28739,36688,35651,19996,20772
10916.5,28598,28928,33138.5,18668,19992.5,28130.5,34260,2218.5,24675.5,21643.5,20396,29570,12874.5
20128,11740,27181,21913.5,3004,6918.5,15454,24476.5,3950,8369.5,1210.5,15004,21977.5,2846
6531.5,23605,16868.5,29212,25324,24908,32618.5,30264.5,8689,22624,20264,25873,3615,4573
10924.5,7618,4605,24263.5,27141,33004,34826.5,28429,30245.5,7283,24386,29259.5,34184.5,32157.5
29403,27475.5,29205.5,25980.5,4542,15002.5,3332,30946,30714,6830.5,26351.5,36664,15567.5,34900.5
16152,18344,20017.5,31482.5,19756,5951,12630.5,29166.5,18541.5,12625.5,4959,25299.5,27489,8581
11859.5,24917,21325,17617.5,26027.5,16820.5,16746,26507.5,11029,29929.5,14527,11869.5,10436,20640.5
36547,12918,9498,20110,12029.5,18950.5,9570,22881.5,27927.5,14579,21111.5,27605.5,2053,28023
29143,33483.5,23753.5,12720.5,20598.5,31190,10850.5,14983.5,25324.5,26147,31814.5,27258,13658,35124.5
21566,20535.5,22645.5,20450,9409,24356.5,6879.5,24491.5,13786.5,23714.5,28198,29559.5,8531.5,16361
3666,3756.5,19378.5,7717.5,3504,7539,21424.5,14847,3156,10158,3012,11503,28849.5,4676
28157,24992,19024,16401,5778.5,12341,29528,20154.5,7750.5,23466,17267,24729,8984.5,157
21815.5,1515.5,3916.5,1936,669,207,11983,4487,2091,2332,11633.5,19060,19318,2440
27940.5,20174,10432,29134,30763.5,25616.5,28592.5,29050,12651,16132.5,16238,29251,29779.5,9381.5
4210,10493.5,4804,30637,33711,26306.5,24867.5,33523,22405.5,12163.5,23691.5,23818,26690,4207.5
17468.5,29050.5,33870,22384,20697.5,30474.5,29235.5,25059,6996.5,27491.5,14827.5,22123.5,7457.5,9993
21506.5,16172.5,16145.5,26608.5,16151,24946.5,9531.5,28737,18454,18385,12888,25220,4360.5,5353.5
20545,23709.5,30317.5,17445.5,5140,22248.5,12470,21857.5,8095.5,6236,7305.5,23219.5,30513.5,13755.5
12534,18735,29906,8535,16271,15535.5,10365.5,11318.5,16328.5,17965,4014,8451.5,29475.5,30281
4114,9593.5,12626,30561.5,32429,7574.5,6849,23618.5,36131,2843,7354.5,6740,13270,35536
33594,33651,13641,29072.5,6213,21558.5,22904.5,31361,2682,11167,35238,35137.5,3242.5,34814.5
18381,34856,35080,13959.5,15820.5,15521,865,19088.5,34862,21895.5,20837.5,24685,24636,10291
23303.5,16185.5,13793.5,23526.5,25384,20843,4830.5,22994,23604.5,11601.5,11833,15881,20774.5,16877.5
25050,30756,27957.5,30324,34384.5,10439,10689.5,27510.5,23880.5,17097,21381,21417,4708,31758
34125.5,9062.5,8832.5,9447,12291,2064.5,29174.5,9581,6822,13757,10338,19049,323,18726.5
11093.5,8221.5,23115,13469,3196,1076,11876,22868,354,11055,7852,15890.5,11370,3905.5
6618,15344,5713.5,33900.5,18912,18001,11427,35275.5,20735.5,9521.5,30398,29081,24340.5,10749.5
11418,6335.5,6282,6993,21554,17527.5,6767.5,10064.5,34667.5,22945.5,20796.5,17470,30000.5,14037.5
33598.5,33367.5,36605.5,9326.5,8438,14456.5,3345.5,13820.5,20092,30634,7691,26402.5,24365,2563.5
26377,27960,27566,2641.5,3703.5,29556.5,17173,5289,35766,10125.5,4827,32208,27348.5,30020
16012.5,9115.5,5805.5,29896,26805.5,19431.5,32180,27426.5,17469,7497.5,13210,11433,34596,27263
22564,9575,2764.5,36652.5,31870.5,23779.5,15602.5,36199.5,13857.5,8224.5,36737,36600.5,2219.5,17551.5
27566.5,13258.5,23003,20514.5,27784.5,7014,90,17964.5,32100,7497.5,23588.5,16255.5,27116.5,36428
19384.5,21343,10268,29536,30947.5,34546.5,31788,30819,31263,8852.5,22493,31187,36689,3787.5
29551.5,22161.5,9593,26012,30646,35203,30569.5,27124,10846.5,18986,24614.5,26485.5,30112.5,21893.5
34921.5,13072.5,15406,25326.5,8147.5,24602.5,5243,33198,7104,13239,20201.5,31180,32975.5,3943.5
17920.5,34538.5,35691.5,5211.5,29784,22981,5381.5,13080.5,33832.5,34416.5,5631,15739.5,34035,31804
7434,35599.5,32111,24365.5,17531.5,26521.5,18973,26698.5,16448,29555,23242.5,26900.5,20802,25165
15012,31629.5,24380.5,15247.5,25860,34515.5,16428,20833,35182.5,13359.5,16144,25961,31796,14277
4316.5,14366,26310.5,6156,14058.5,15107.5,6250.5,15272.5,15246,21602,6593,26728,19480,550.5
27314.5,17381,11380.5,18304,29015,16142.5,12144.5,23180,25546,22873,7469.5,14042.5,29304,29723.5
24371.5,27329.5,28003.5,13829,9439.5,16366,6605,21991,22511.5,23777.5,15166,23186.5,31062.5,24941
28440.5,19795,19894.5,22464.5,12996,28738,12228,28255.5,14590.5,4790.5,19881.5,28033,34412.5,6926
26742.5,5860.5,899,36212,33126.5,26118.5,17766.5,34502,35022,3965.5,33715,35740.5,21455,25502
28328,4381.5,5227,11486,8400.5,1192,11712,12464.5,25093,8219,28312,19522.5,2650.5,36232.5
17068,29295,16562,31950.5,22922,10059,21440.5,30738,10645.5,22633.5,30297,31657.5,2438,6174.5
27574,24115,25154,3484.5,6748.5,5770,7806,8650,1525.5,16288,16986.5,28842.5,21537.5,1356.5
3198,28861.5,34833.5,22170,26226.5,33146,27209.5,19732,10938,13649,12672.5,4861,14137,24604
34846.5,17505.5,15084,4421,24720,19607.5,19403.5,9748,32477.5,9871.5,1968.5,21691,34197,28426
25502,14477,26848,18250,6297,20680.5,11510.5,26541,5243.5,20972,401.5,14335.5,23590.5,7348
26360,27880.5,31126,2833,19990.5,34866.5,13169,2154,29342.5,29264,7025.5,12650.5,14574,3832.5
16889.5,14601,7701,33015.5,8539.5,14898.5,20955,34200.5,10442,13730.5,30690.5,30803.5,7510.5,26488
28937.5,20011.5,27181,18624.5,443,31986,13615.5,25817.5,13501.5,13421.5,10450,29436.5,20252,9611.5
33114.5,15532.5,29458.5,21442.5,3038,788,22042.5,18702,6974.5,7237,28789.5,29151,1381,13211.5
35702.5,36723,28119,34796.5,20935.5,33146,20244,36755,4530,35054.5,34951,36202,16635.5,15555.5
28287,452,790,10836.5,13183,21482.5,18767.5,14697,32075.5,3025.5,32876,34434.5,23157,28454
26211,12755,24879,20434.5,27,5918,10610.5,23863,3870,2327.5,9767,34424.5,19403.5,95
26144,1142,1304.5,25148.5,21432,20787.5,24364.5,21080,33465.5,774,26017.5,27323.5,34013.5,20971
17081,9358.5,12558.5,7348,9001,17592,26754.5,10338.5,5403.5,13058.5,21430,17337,11624.5,14268
23524,8267.5,9166,11541,991,7301.5,5375.5,17522,16595.5,4507,19462,32225,9396.5,7098
10906.5,31969.5,22476.5,31034.5,13468,28993,35906,30357.5,14640.5,14157,15231,25775.5,22031.5,12414
14398.5,31614,19203.5,26244,36609.5,25889,923,29587,30515.5,6160,31621,28612,11396.5,20772
690,18716.5,14786.5,33396,33866,33537,36512.5,31984,10534.5,28846.5,13016,10858,30210,22774.5
32554.5,27754,18945,27675,10270,33785.5,25210,30460,22447,12541,31104.5,34370,27598.5,5466
30784.5,16857.5,19969.5,20442.5,16187,18428.5,8941,20289.5,26311,13000,13677.5,23249.5,2626.5,18511.5
27210,5050,4679,26232.5,33089,31577.5,36199.5,23577,32682,9603,6890.5,22478,27365,34077
20755,31180,26683.5,9969.5,6598,35674,15579.5,15217.5,26336,13262,22261,18462,18576.5,33982.5
17585.5,8654,13350,31971.5,3656,20518,23921.5,34295,2237.5,5832.5,26737,25916.5,31506,6209.5
2763,9842.5,27808.5,28650.5,7470.5,6001.5,22943,30021,331,23319,25162,14793.5,8477,9619
7759,5149,7139,26718.5,16663,26034.5,30699.5,31251,18199,8674,4514.5,21054.5,31197,18370
25085.5,22275.5,31028.5,6024,8341,19281,21140.5,8052,34577,17224,10817,14379,30694,24863
2694,22254,17020.5,28471.5,24562,22946,32679.5,29534.5,12726,26789,7793,11967.5,12819.5,35149.5
3211.5,27960,11153.5,17531.5,13209.5,13901,35691,23114.5,8788.5,29224.5,25770,22451.5,21520.5,7917.5
28182.5,35921.5,27019,10654,18369.5,26924.5,3667,14688.5,26124,19050.5,8256,30335.5,24099.5,18850.5
15112,33315,35307.5,19128,15621.5,5974,5494.5,24574,15457.5,24544,16872,21595,19966.5,9146.5
23703.5,36742,19157,22201,30214,35870.5,26711.5,23017.5,22531.5,32471,34337,31066,10018.5,642
4935.5,30616,27739,30009,5555.5,16787.5,35715.5,33265.5,15139.5,35517,27320.5,33961.5,9279.5,2694.5
21815.5,74,26,17621,15225.5,2085,22105,17302.5,17615.5,117,32815.5,32619.5,13890.5,28911.5
30541,31125,13953,22134,35336.5,31714.5,2404.5,28336,30681,12862.5,3310,17126,30343,35455
26674,12619.5,18113,32685,4495.5,1067,1476.5,29444.5,14203.5,763,10880.5,29365.5,6176.5,23722
475,4066,3232,36330.5,34257,32016,28189,35935,35669.5,11948,27855.5,30704.5,29188,26756
4310,16578.5,5739.5,32022,22443.5,23823,23364,33378,32063.5,31125,15333,24931,6157,16672
22083,35821,36861,9013.5,21600,35726.5,11160,13171.5,10809,34652.5,3310,14321,32482,14209.5
23773.5,25084,22963.5,20976,10478,26862,22974.5,28765.5,594.5,23233.5,2223,24213,30828,557
18239.5,11735,33582.5,11341,5293,621,7999,11309,3727,29358.5,15145,9518.5,3327,7667
15515.5,19131,33598,21961,17491.5,10527.5,8132.5,25823.5,5740.5,35824.5,15833.5,5236,14222,19107.5
20741,34050,35850.5,19762.5,13070,24618,577.5,19376,28922,35291.5,32079.5,14658,12255.5,35640
18017.5,16679.5,21492,11198,26364,20526,11063,11434.5,15176,32827.5,15811.5,7384,21432.5,15063.5
5377.5,6654,8406.5,29526,25876.5,18364,36815.5,27207,21141,11084.5,647,10912.5,30408.5,9374.5
32113.5,16194,29073.5,22192.5,2174.5,17230,9605.5,26088,2173,10125.5,12327,21553,14740.5,5624.5
36615,36431.5,26283.5,19965.5,32842.5,26953,13596.5,20672.5,32870,30470.5,16700,28471.5,17128,34709.5
16470,34777.5,30739.5,30662.5,17274,26047.5,10431,32932,6831,21218.5,27560,35045,19663,13554.5
32004.5,9581.5,13953,25491.5,2944,3515,1594,27102,3785.5,3439,17525,19099.5,19369.5,20105
5389.5,7708,18738.5,9881.5,13187.5,32945,31635.5,14771.5,4036.5,6213,7416.5,11687,32194.5,7440.5
16781.5,28395,30169.5,22544.5,22293.5,14982,18206,27603.5,9847.5,26033,4598.5,12097.5,33697.5,24807.5
19982.5,14016,21659,34290,12400.5,13698.5,1985,33041.5,15046.5,16002.5,25330.5,28142.5,24965,17803
5358,19517,36073.5,24180,6045.5,8765.5,24815,31341.5,2490.5,23466,13112,16921.5,3099.5,772
12800.5,5548.5,6788.5,28699,2873,4054,29903.5,30994,6453,11519.5,30478,32966.5,13128.5,8657.5
34810,554,1935,12951.5,1617.5,3757.5,32464.5,14736,3486,875,16238,16812.5,19839.5,841.5
22830,21866.5,15645.5,28050.5,8846,30285,17455.5,28556.5,12518.5,12456.5,12150.5,32459,590.5,8923
20115,32574,22818,17983.5,20388.5,12559,11245,21616,18482.5,16080.5,28151.5,26890.5,6010,14583.5
23379,4771.5,8595,3302,3583.5,6167.5,6598.5,3594,12536,3463,10924,22988,3535.5,8802
27788,32086.5,18120.5,18753.5,26482,30631.5,32443.5,21744,4580.5,15791,13762,35614.5,34907.5,1757
32447.5,25995,19468,64,15973,26934.5,5443,433,26209,20029.5,2920,21653.5,33737,21057.5
36641,28166,30157.5,3470,9873.5,5865.5,2422.5,5731.5,7302,29940,20509.5,21463,23745,14233
35645.5,5067.5,24015,8429,1173,732,508,5245.5,20681.5,7482.5,6721,18236,872.5,4260.5
19430.5,26130,23003,22881,22293.5,26281.5,12882.5,23863,14573.5,28704,22133.5,20440,32203.5,16274.5
2633,15901.5,7174.5,34938,30925,31478.5,22032,35209.5,17884.5,17271.5,36022,30541,27844,29746
2387.5,4677,11782.5,30862,9559.5,7814.5,29860,31692,7815.5,15676.5,11833,11271.5,24127.5,12607.5
31311.5,29378,29970.5,31164,4960.5,6319.5,18081,31176.5,7377,24841,32260.5,36822,8401.5,2476
28260,21944.5,20968,15079,933,31526,19159,21311.5,16830,9054,692.5,25373,34117,3164
19680,30881,14151,24677,28370,28032.5,3378.5,17584,33493.5,14057.5,33575,31994.5,11897,34162.5
2319,18788,19597.5,36804,22785,13119.5,30647.5,36711,4900.5,23936.5,21018.5,12792.5,19278,14012
35478.5,26175.5,29304,4255.5,7769.5,3350,12412.5,3847.5,33126,14394,25372.5,29764.5,14814.5,36707
36080,35612.5,34854,26975.5,25690,1735.5,503,20216.5,7492,35261,35399,19683,3294.5,16283
29460,25849,28494.5,5104,3440,11228,8912,7623,13663.5,1765.5,7343,25502.5,29395,13666.5
31066,20135,14122,24049.5,7460.5,5859,26534,25473.5,17582,8839.5,17342,29981,7571.5,3339.5
20977,10710.5,12364.5,34402.5,9038,26216,16212.5,35501,4544,7345,5352,31724,17689,17956
32757,35538,23145.5,23490,35636,25624.5,12283.5,30687.5,9701.5,33271.5,33648.5,36373.5,8165,110
29690.5,3968,5691,16162,6338.5,3959,12249,12821.5,945.5,5977.5,31494.5,30118,3798,2082.5
34348,33409.5,28044.5,8067.5,20769.5,26406,23714.5,14090.5,6960.5,34375.5,18749,29409,13387,731
4260,17431,15525,15054,24841.5,15908.5,16936.5,21220.5,19395.5,14107.5,8988.5,12994,34626,24734.5
25444.5,28032,10336.5,3676,33343.5,28635.5,21738,6590,17072,25294,26591,27949,33573,8036.5
7842.5,22119.5,11742,24520.5,20395.5,27542,33380.5,26483,772,23786,19183,19540,29599.5,15053
26053,30407.5,36290.5,12948,3737.5,21998,22346.5,23703,16188.5,26137.5,12895.5,17690.5,31165,29013
29317.5,22589.5,12490.5,20940.5,17095,17718.5,20490.5,25442.5,1479,11245.5,16553,29242,428.5,1251
9686,2511,8490,2874,4063,956,16020,6579,2694,4547.5,17025,18689.5,4356.5,1233
6366.5,32850,30421,18563.5,25356.5,2166,8253,22577,13627.5,35622.5,32527,16964.5,3919,26414
33603,16131.5,7505.5,28293.5,29908.5,27025,20736.5,27683.5,20748,10838.5,24009.5,26885.5,28263.5,16065.5
