session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Bilingual,Country of Birth,Current Country of Residence,Employment Status,First Language,Language related disorders,Nationality,Sex,Student Status
61e2dd055b3e0247ff5d887e,5d87a74208667b0001eff922,APPROVED,41:43.7,48:03.0,379.299,51,826,4,100,14:19.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2dd085485cbe6b2bbea20,5bc63a7e186a6500016a127d,APPROVED,41:17.5,46:09.5,291.98,34,708,2,100,14:19.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2dd17bc180b53a2655b64,5fbfffc4e214a60ab1b745fd,APPROVED,41:30.9,46:46.0,315.112,24,401,0,100,14:19.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd1ab8daac9721bfe6fe,5eb463628b63a22bad15771c,APPROVED,41:33.6,49:50.1,496.561,42,469,5,99,14:19.3,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2dd1e7dd423637b8a4420,5f5b2c8452a9212388fa88db,APPROVED,41:42.3,56:52.3,909.981,63,319,2,100,14:19.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2dd1ee522768ebc0f9390,5e10a8d7082675772608b463,APPROVED,41:40.8,47:49.5,368.691,30,102,0,100,14:19.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd24a12a3aabfbcdcbe4,5be1f3f38a2c8000016246e7,APPROVED,41:40.5,54:25.1,764.549,33,663,3,100,14:19.6,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,No
61e2dd2b79874a9af0b48c84,6027cc78c597e0049f3e455d,APPROVED,41:47.6,52:59.0,671.389,54,226,0,100,14:19.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2dd2f662b512a14dd9a2d,5ced2b44c0267f0001445982,APPROVED,42:57.4,59:56.0,1018.577,53,717,2,100,14:19.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd3318bd47796b671266,5aa308f0b5e2110001c71eb5,APPROVED,41:59.1,51:37.6,578.49,27,935,11,98,14:20.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,Yes
61e2dd3ca53d21408b2af211,5da2f9f17809b60014fc839a,APPROVED,42:07.6,49:33.5,445.965,58,602,0,100,14:20.1,8DF1CE3F,none just my native langauge,"Venezuela, Bolivarian Republic of",United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd3f77a1047ce650804f,60d42bb2a94bb76934476fd1,APPROVED,42:11.1,50:38.0,506.947,18,42,0,100,14:20.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd40068a16f26250a8b8,5f0da151d7f599017aeb77bd,APPROVED,42:50.4,55:21.7,751.311,34,393,2,100,14:20.3,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd410570588842057d18,5c37ac66bc6444000133b38e,APPROVED,48:37.0,03:05.8,868.844,25,108,1,100,14:20.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd4332fa930b972ab09f,5c9a864efb57e6001796ee49,APPROVED,42:18.6,47:56.1,337.57,41,563,5,99,14:20.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e2dd480be392a2ca19f839,5ea02e5c3fb6e6000a30693b,APPROVED,42:16.1,53:55.2,699.065,73,369,4,99,14:20.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e2dd5000c87fc2e3a6fb4f,5e1e1a350e12221899bc2ed2,APPROVED,42:30.7,52:46.6,615.94,71,538,6,98,14:20.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,No
61e2dd580be392a2ca19f83c,59a325d98d2b1600011b3f96,APPROVED,46:41.2,55:14.7,513.485,61,487,14,94,14:21.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2dd5a1de305200a02a93b,613a567f9aba9a52e21e59d6,APPROVED,42:38.5,49:25.5,407.006,26,132,0,100,14:21.3,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd5fe522768ebc0f9394,5db48848cbe43e000c3c6c2d,APPROVED,43:12.3,49:02.8,350.538,44,636,4,100,14:21.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd642442c4ede7801703,60c69fbacb808125e4db200c,APPROVED,46:42.9,59:03.6,740.728,67,147,1,100,14:21.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e2dd6bfef59ea970bf1fa2,60fb5292cf5d71817fcab54e,APPROVED,46:56.8,57:33.2,636.387,19,160,0,100,14:21.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e2dd74b39364a765e27842,60bddb39c8287f341bad6ad6,APPROVED,43:02.8,52:39.3,576.49,25,88,0,100,14:21.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd882e282473395b9a17,6048cd924e9f502c42d5faf5,APPROVED,43:20.4,13:17.5,1797.085,30,76,2,99,14:21.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2dd9116786567b0016afb,5ef5f74fb4a08f2676fb3aba,APPROVED,43:29.2,02:31.4,1142.136,51,523,3,100,14:22.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,"not applicable, none",United Kingdom,Female,DATA EXPIRED
61e2dd96b294bcf8205b5ebc,60aa6c8804d2aae2b7cce9d5,APPROVED,43:54.6,58:09.5,854.865,52,234,0,100,14:22.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
61e2dd99f940c73b14c6353a,56b8ad1be1d0a2000c154093,APPROVED,43:41.6,55:58.8,737.262,59,1575,9,100,14:22.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e2dd9a75a0779a0af4709e,60f93b9311126d9fe901b98e,APPROVED,43:45.8,49:02.7,316.903,21,103,1,100,14:22.3,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Unemployed (and job seeking),English,none,United Kingdom,Female,Yes
61e2dd9bfc913ce3d2733a44,611edf22772b0561875ad94a,APPROVED,43:47.0,57:15.6,808.623,56,126,1,100,14:22.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2dda234278cb1ddde1ce1,5c1cb46aaaf1320001426b9e,APPROVED,43:46.6,52:58.6,552.003,50,477,3,100,14:22.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2dda5f9c93c6467294f79,5a81d2b6190420000155d995,APPROVED,43:56.7,59:13.5,916.799,52,1489,11,99,14:22.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2dda789f349108e19b80e,5eb331bc1f70081249e6fb7a,APPROVED,43:51.9,51:45.2,473.324,47,370,4,98,14:22.9,8DF1CE3F,none just my native langauge,Ireland,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2ddb487f536674eed94e7,5dcc2835e50faf8c303e7484,APPROVED,44:09.2,00:25.0,975.766,58,542,2,100,14:23.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2ddb83c7b5d76b1348472,5c559af233ed050001dffa66,APPROVED,44:23.3,52:26.8,483.562,34,127,0,100,14:23.3,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2ddba693596c032ef7a10,5f4102e52cd459256b5014a9,APPROVED,47:24.3,59:58.6,754.333,63,415,0,100,14:23.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,No
61e2ddbe365cae1bfd89d974,59d3bc2147f4e80001a6c559,APPROVED,48:22.8,02:35.8,852.999,40,318,0,100,14:23.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2ddc3c54b9e1ef8a862ad,5d4043f25458cb0001d164a0,APPROVED,44:24.2,50:39.6,375.339,58,562,2,100,14:23.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e2ddd9340ecd6589affd92,6140bf6523a8f20a2ea1e417,APPROVED,44:50.3,54:57.1,606.781,49,204,0,100,14:23.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2de0f00c87fc2e3a6fb5a,5e8e11676c1dea0be7a64cb3,APPROVED,45:35.0,54:20.4,525.438,22,526,0,100,14:23.9,8DF1CE3F,none just my native langauge,United Arab Emirates,United Kingdom,Unemployed (and job seeking),English,none,Portugal,Male,Yes
61e2de24662b512a14dd9a39,60ec63a307a991fd0b0364ab,APPROVED,45:56.1,55:53.8,597.732,43,133,2,99,14:24.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2de4a7263553295543eab,5f9dcd7eaae8a33422a97b88,APPROVED,46:36.4,52:11.2,334.749,30,428,0,100,14:24.3,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2de4d9de79a7a995f8710,6148546e99d5bf0eeab4d4ca,APPROVED,46:42.3,51:51.9,309.645,18,73,0,100,14:24.4,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Other,English,none,United Kingdom,Male,Yes
61e2de5c3c7b5d76b134847d,56eeb66a524cc0000a5fa4a2,APPROVED,46:52.9,55:31.0,518.082,65,799,4,100,14:24.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2de7e32fa930b972ab0af,5bc796bff6c10a00012c6cd7,APPROVED,47:34.3,57:08.1,573.813,35,622,0,100,14:24.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2de7faef09b3f1420c5fa,5aead25562ac0e00010974b1,APPROVED,50:23.5,57:00.5,397.013,58,779,3,100,14:25.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2de85135aa13e215f74e1,5fbe819adf00fc05ec9f7a42,APPROVED,47:34.7,54:15.7,401.075,36,56,0,100,14:25.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2de86228ae672c80b0442,5da6f72f153eda0016068ab7,APPROVED,47:40.7,59:05.0,684.286,53,590,1,100,14:25.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2deb039f97b0da5f039eb,5e84629868b86400086cce3e,APPROVED,48:16.1,56:24.2,488.12,58,632,10,98,14:26.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2deb39efc736875ee2a23,5e3891a0ffe78b000a8a4124,APPROVED,48:19.3,54:29.9,370.659,53,334,2,100,14:26.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2dec082ec345b762bea77,5e3dafda2ee93c01ebac5349,APPROVED,49:32.1,59:33.3,601.274,42,559,2,100,14:26.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,Yes
61e2dec9ad4a07c1668c4f0d,5c73e79d0b33c8001232339d,APPROVED,48:41.6,54:10.7,329.09,57,890,3,100,14:26.3,8DF1CE3F,none just my native langauge,Singapore,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2dec9d491a5acb698cf5e,60522a66ddf56887c48656cc,APPROVED,48:41.0,52:59.7,258.746,21,134,6,95,14:26.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2decd34278cb1ddde1cf0,588780269c4f3f00010f0e5c,APPROVED,48:48.4,57:06.0,497.619,68,678,8,99,14:26.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2decd9b47625ad367562f,614df174218d02dcb98b96a7,APPROVED,52:16.1,07:37.3,921.205,30,172,2,100,14:26.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2ded19efc736875ee2a24,5ea1c7b913923f0aad3aab5f,APPROVED,48:55.8,03:44.5,888.766,69,435,3,100,14:26.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Other,English,none,United Kingdom,Male,No
61e2ded83a2b6d9a88dd3cff,5b14532ce9270900013c5bf6,APPROVED,49:15.2,57:31.1,495.904,35,998,4,100,14:27.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,No
61e2def129eaef0aa521a8b7,5e9edad6e7784d016ed87b36,APPROVED,49:21.2,00:09.3,648.016,43,536,0,100,14:27.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Unemployed (and job seeking),English,none,United Kingdom,Male,No
61e2def5c54b9e1ef8a862b7,5ec79cbd44972a1fceed2719,APPROVED,49:25.7,58:56.0,570.314,61,563,2,100,14:27.3,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2df00aef09b3f1420c601,5e591ec38ce75712baac028e,APPROVED,50:56.1,09:37.6,1121.468,42,201,3,98,14:27.5,8DF1CE3F,native language + one other language,Poland,United Kingdom,Full-Time,English,none,Poland,Male,No
61e2df099cc640bcd9903e7e,58fa0a2fef92ae0001b9094f,APPROVED,49:50.3,55:21.7,331.404,29,583,13,97,14:27.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2df284a7fe44cb465c5b9,5ebbf347d845c502f930be50,APPROVED,50:19.8,55:40.3,320.475,54,411,3,100,14:28.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2df2a8100f7a235f40441,60fe922db413bc0938bd4635,APPROVED,50:24.7,54:36.9,252.244,29,199,2,100,14:28.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2df393db1214104d39e61,5c1a31f33b58c00001bb7d11,APPROVED,50:39.8,56:26.6,346.837,61,847,3,100,14:28.3,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e2df47584646f974c5880b,5c7ed92f9c3fc00016f4e7dd,APPROVED,50:55.1,57:35.8,400.717,67,647,0,100,14:28.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e2df4b365cae1bfd89d981,6103afcc83916ef8ecf8b1c8,APPROVED,50:55.0,02:06.4,671.357,27,197,0,100,14:28.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2df4c7442c92b0839db13,5ecb7a2d7a32d26eca7526ba,APPROVED,50:52.1,02:34.5,702.409,52,429,4,99,14:28.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,No
61e2df4deda2ff4ba5274ee0,5ae5e66d3ab2fb0001ef2f3c,APPROVED,50:55.7,57:18.9,383.16,36,1305,3,100,14:28.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2df50d724d25e8ab5a602,6130ea05fbb1bc77adb8c424,APPROVED,51:04.2,58:34.6,450.372,44,125,1,100,14:29.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2df531931d6e9435c5fbf,59baa4f5178f1b00018289b2,APPROVED,51:02.9,57:44.4,401.467,56,1168,8,99,14:29.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Male,No
61e2df6f53978ab2cdd280d6,61374a04d34e3a73fc5c518c,APPROVED,51:27.1,07:07.7,940.602,37,25,0,100,14:29.3,8DF1CE3F,none just my native langauge,South Africa,United Kingdom,Full-Time,English,none,South Africa,Male,No
61e2df70135aa13e215f74ee,5fecb45bf0b5ed997f79db67,APPROVED,51:43.9,56:37.3,293.409,21,330,0,100,14:29.4,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Male,Yes
61e2df739efc736875ee2a31,614d9188dc315950026a6102,APPROVED,51:35.4,56:16.3,280.906,28,128,0,100,14:29.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e2df797089f0180ec312cd,5f0a14c3d362030c483654a3,APPROVED,51:37.3,58:01.7,384.42,19,562,4,100,14:29.6,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,Unemployed (and job seeking),English,none,United Kingdom,Male,Yes
61e2df79f7a8f63f7a04eb4f,5ee10c33a3011311034f2cb1,APPROVED,51:59.4,57:32.7,333.29,35,248,0,100,14:29.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,No
61e2dfe39a3cace55d9d9514,5e63cacbe43f28152567f42b,APPROVED,55:10.0,10:01.5,891.554,45,430,2,100,14:29.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Male,No
61e30c33df780064cb6620cc,60fd1ff6c3a0346b66d878ee,APPROVED,02:27.1,24:45.7,1338.582,55,126,3,97,47:46.4,8DF1CE3F,native language + one other language,Nigeria,United Kingdom,DATA EXPIRED,English,none,Nigeria,Male,Yes
61e30c883dc714ad6f0111ba,5a39998b28a4040001e2b990,APPROVED,03:55.7,11:32.3,456.571,43,278,2,100,47:46.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e30d19a5829f6121dc190a,609d0c28b573f6f37a4c50e5,APPROVED,06:20.5,16:25.6,605.042,27,87,1,100,47:46.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e30d20f02afed5badd5684,60465114b060ac000c56a0b5,APPROVED,08:27.4,15:30.8,423.412,24,45,0,100,47:46.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30d220440911afcae715f,5ed439490d3b490dff836401,APPROVED,06:47.0,15:01.5,494.532,33,188,1,100,47:46.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30d29b7c5ae266611400d,5d3c62a080a6250001de819a,APPROVED,06:45.1,17:42.1,657.011,60,323,5,98,47:47.0,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Male,No
61e30d3393b710d5eae1364c,60aa5aa9be013c928a5ac92e,APPROVED,06:58.7,18:22.0,683.365,69,83,1,100,47:47.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e30d67d0cafe77c613b61c,5bf32b5b875b9500013301b7,APPROVED,11:13.8,29:25.7,1091.971,24,238,3,99,47:47.3,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e30d6b39105fd0dfe4df54,5ef0a71fb19a6e0fd4cde103,APPROVED,07:39.6,27:17.3,1177.719,29,165,0,100,47:47.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Other,English,none,United Kingdom,Female,No
61e30d6e9a73beb4a7cd74d0,60a685775202707aafbc37a9,APPROVED,07:43.5,34:50.1,1626.616,21,101,1,99,47:47.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e30dc2191e1bbc64bb9307,5cb0aa471a9e59000171df89,APPROVED,09:11.1,17:49.3,518.206,27,3,0,100,47:47.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30e8ab6d13a543fe291a9,60b346569670ffa9c825751d,APPROVED,13:00.8,19:59.3,418.477,48,133,0,100,47:47.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e30ee86bf79e23944c5059,60c110e988f1646e5cda44ce,APPROVED,14:30.7,33:14.5,1123.833,51,173,2,98,47:48.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30f088920db3090a54dab,59b56694e798730001488f75,APPROVED,14:32.2,22:38.9,486.726,63,541,18,94,47:48.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30f096b6468538a55dd64,6169d51314e3d1b78a88caf1,APPROVED,14:37.2,26:00.2,682.955,33,75,1,100,47:48.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Male,No
61e30f1ba3e4ce57948385be,606605d4808361864cfe3db6,APPROVED,15:10.3,22:22.4,432.071,36,183,0,100,47:48.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Other,English,none,United Kingdom,Male,Yes
61e30fa8a43768c5437878e8,6007626d299a4c1474621584,APPROVED,17:21.5,30:55.1,813.653,52,277,0,100,47:48.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Male,No
61e3199143d968f100b615ed,615ef5c68140296bbae458c2,APPROVED,59:30.8,06:47.1,436.302,22,32,0,100,20:11.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Unemployed (and job seeking),English,none,United Kingdom,Male,No
61e31d45731cf30eae961b5b,5caa2e430adbf40001d85452,APPROVED,15:17.5,41:11.3,1553.737,56,447,9,96,49:42.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e31d64262c17a00f330fe6,5fbe9e2e43960a000b60cab6,APPROVED,15:48.3,25:50.1,601.717,30,181,0,100,49:42.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,none,United Kingdom,Female,No
61e31d64d454ff34654b6fbe,60bf93bbad829588a735811a,APPROVED,15:50.8,30:13.7,862.904,21,90,3,98,49:42.7,8DF1CE3F,none just my native langauge,Malaysia,United Kingdom,DATA EXPIRED,English,none,Malaysia,Female,DATA EXPIRED
61e40e0d186b2376b816f3aa,5fcfc5d2efeec61409aa6cf7,APPROVED,22:41.6,29:22.0,400.436,21,117,0,100,35:18.5,8DF1CE3F,native language + one other language,France,United Kingdom,Unemployed (and job seeking),English,none,France,Female,Yes
61e40e3422b108709511d468,5d65385f1b3023000145d703,APPROVED,26:22.7,32:47.2,384.509,19,110,2,99,35:18.6,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Other,English,none,United Kingdom,Female,Yes
61e40e4e0799ba1549c7a7b5,599364c1fc37790001fa4e1d,APPROVED,23:50.2,35:26.1,695.908,42,773,10,98,35:18.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e40e8bfa576fe9b98fee52,60353c47501b9da673e7bc7e,APPROVED,24:47.1,32:32.7,465.574,28,5,0,100,35:18.7,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e40e92cb2ba472cbf2dd72,5ac388a8a3ba7a0001b48eb4,APPROVED,24:55.7,32:14.6,438.93,53,206,1,100,35:18.8,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e40ed2b66e3a40c99d9ab0,614ad1030c7afde10531f394,APPROVED,26:10.3,38:57.5,767.216,38,63,1,100,35:18.9,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,Yes
61e40f0448ace39c37ac02ae,60e95ccdb34d9ddc77e3d772,APPROVED,26:48.1,35:25.0,516.975,23,21,0,100,35:19.0,8DF1CE3F,native language + one other language,Malaysia,United Kingdom,Due to start a new job within the next month,English,none,Malaysia,Male,No
61e40f151b5a73c009f84167,5eb878b706340e7d115c8ac6,APPROVED,27:01.6,37:13.0,611.428,26,403,2,100,35:19.1,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Female,DATA EXPIRED
61e40f398eda174966c2790a,5d5bf4eebb10640018afd238,APPROVED,28:04.9,38:05.0,600.019,36,55,0,100,35:19.2,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Part-Time,English,none,United Kingdom,Female,No
61e40f3c39744559040ade0b,5f00da480731432023bec49e,APPROVED,27:40.6,34:15.4,394.804,22,79,1,100,35:19.3,8DF1CE3F,native language + one other language,United Kingdom,United Kingdom,DATA EXPIRED,English,none,United Kingdom,Male,DATA EXPIRED
61e40f4a27ef0feeb67f122c,6043ecccc875984326ddd8c9,APPROVED,28:00.5,41:39.0,818.461,25,75,0,100,35:19.4,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,Singapore,Female,No
61e40f577bc58399b62c3be5,6161db621c00815a24233fe4,APPROVED,28:10.9,34:16.6,365.623,39,75,0,100,35:19.5,8DF1CE3F,none just my native langauge,United Kingdom,United Kingdom,Full-Time,English,none,United Kingdom,Female,No
