arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
0.702380952380953,0.898148148148148,0.939393939393939,0.00460829493087567,0.0221238938053098,0.0480769230769231,0.385714285714286,0.00840336134453779,0.242900915111481,0.968474557955787,0.0642197790010424,0.770107917489247,0.289423291935658,0.173520770542215
0.238095238095238,0.888888888888889,0.770562770562771,0.0506912442396314,0.345132743362832,0.259615384615385,0.157142857142857,0.0336134453781513,0.239629696489858,0.445588771148482,0.370946020572859,0.627605043266164,0.448414412277374,0.0493039854201913
5.55111512312578e-17,0.912037037037037,0.718614718614719,0.0230414746543779,0.0796460176991151,0.0721153846153846,0.195238095238095,0.0336134453781513,0.7678492605968,0.435080709842176,0.701886340303737,0.326907741150144,0.845944410873378,0.164305589156166
0.583333333333333,0.731481481481481,0.307359307359307,0.193548387096774,0.0575221238938053,0.177884615384615,0.533333333333333,0.117647058823529,0.696640828736941,0.638209570835264,0.250612507113706,0.437849834847818,0.660382803833779,0.574625749030891
0.833333333333334,0.777777777777778,0.614718614718615,0.119815668202765,0.18141592920354,0.0528846153846154,0.257142857142857,0.0714285714285714,0.868910619255955,0.737689794614124,0.648205293922791,0.362585266862248,0.539484620404889,0.606662787959872
0.577380952380953,0.0601851851851851,0,0.672811059907834,0.402654867256637,0.480769230769231,0.0904761904761903,1,0.168779875751818,0.402453534394563,0.283122038522354,0.284707103579398,0,0.612051212083059
0.488095238095238,0.152777777777778,0.0173160173160173,0.861751152073733,0.517699115044248,0.389423076923077,0.171428571428571,0.861344537815126,0.0159267708186874,0.248119033973466,0.0889699187082128,1,0.408401442624151,0.765229156742512
0.869047619047619,0.0972222222222222,0,1,0.230088495575221,0.192307692307692,-1.11022302462516e-16,0.647058823529412,0.295317010563349,0.2861975990521,0.167796719201768,0.969827910332436,0.390829499046623,0.856357459626082
0.630952380952381,0.157407407407407,0.025974025974026,0.91705069124424,0.261061946902655,0.216346153846154,0.0238095238095237,0.726890756302521,0.394088197689809,0.145930655566396,0,0.841029856196742,0.539300040001548,0.58649356699485
0.505952380952381,0.231481481481481,0.0389610389610389,0.3963133640553,0.238938053097345,0.634615384615385,0.347619047619048,0.260504201680672,0.162863110228353,0.329283933289165,0.208401869478471,0.601359596500726,0.0203278593603693,0.691233463330898
0.791666666666667,0.0601851851851851,0.0303030303030303,0.235023041474654,0.473451327433628,1,0.442857142857143,0.260504201680672,0.08979930918513,0.169012373744577,0.87736714461032,0,0.470110822262291,0.559377247478862
0.386904761904762,0.115740740740741,0.00865800865800864,0.682027649769585,0.898230088495575,0.509615384615385,0.152380952380952,0.457983193277311,0.693845162701453,0.347739838651686,0.481162769157217,0.71585159953598,0.658930671069857,0.501625050684826
0.464285714285714,-1.11022302462516e-16,0.00432900432900429,0.336405529953917,0.991150442477876,0.538461538461538,0.0285714285714285,0.151260504201681,0,0.273922346926528,0.87660280026422,0.543467723216123,0.237061944225833,0.0227577988637037
0.357142857142857,0.0879629629629629,0,0.317972350230415,1,0.495192307692308,0.0476190476190475,0.210084033613445,0.00366072296203301,0.115743683114924,1,0.538271970281142,0.355603637048537,0.00052209598871511
0.654761904761905,0.115740740740741,0.0692640692640693,0.350230414746544,0.570796460176991,0.836538461538462,0.380952380952381,0.243697478991597,1,0.37313862179119,0.53977851803864,0.663905172028494,0.886876037600164,0.301897754382237
0.583333333333333,0.0972222222222222,0.0822510822510822,0.193548387096774,0.557522123893805,0.764423076923077,0.385714285714286,0.294117647058824,0.693553276786982,0.171562420884106,0.404775229913564,0.688781890673827,0.00203901751785174,0
0.416666666666667,0.101851851851852,0.0346320346320346,0.152073732718894,0.929203539823009,0.552884615384615,0.147619047619048,0.151260504201681,0.940961992036973,0,0.305936303615665,0.8211889864108,0.298170986733766,0.297135209386341
