arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
2.06666666666667,0.166666666666667,0.433333333333333,1.9,2.2,0.133333333333334,1.33333333333333,1.53333333333333,0.418306055446576,0.865280113501969,0.0304484485534629,0.697185359681078,1.29102014872093,0.24928614566128
0.7,1.3,3.8,2.13333333333333,2.43333333333333,3.76666666666667,2.43333333333333,2.83333333333333,0.765877380436138,0.546834205998358,0.376942354367737,0.63317290856745,0.14021110443803,0.739658306175031
0.166666666666666,1.9,5.13333333333333,2.46666666666667,2.5,4.63333333333333,3.76666666666667,2.8,0.243172841892283,0.264493172071479,0.280158908279777,1.08311170123484,0.63918322939316,0.0792091444701347
0.533333333333333,1.56666666666667,5.03333333333333,2.33333333333333,2.6,4.43333333333333,3.23333333333333,2.53333333333333,0.00847777447163641,0.249282900979951,0.261824723442055,0.48752670875783,0.113279438442885,0.0323795843159501
0.666666666666667,1.63333333333333,5.16666666666667,2.4,2.6,4.93333333333333,4.76666666666667,2.8,0.718521007242,0.440077145568343,0.0551602076250151,0.696789200501415,0.19500821054244,0.20698677567666
1.56666666666667,1.5,3.63333333333333,1.9,2.2,4.9,4.66666666666667,2.23333333333333,0.54650887815741,0.164526336912287,0.099678647785415,0.555076235257917,0.182268836035608,0.564168925011732
3.63333333333333,2.2,4.4,2.4,2.8,4.4,2.33333333333333,2.7,0.517916779356788,0.747515744404239,0.359766785525494,0.0314714509167211,0.0118296856046374,0.1201809208619
1.7,2.63333333333333,5.43333333333333,2.5,2.8,5,4.2,2.86666666666667,0.0556240748425948,0.816855442694947,0.328753454300919,0.475421109045032,0.714706080587788,0.132925329408861
1.96666666666667,2.76666666666667,4.8,2.43333333333333,1.86666666666667,4.7,4.2,2.83333333333333,0.235472222321107,0.866531814239882,0.763882433636148,1.01945539652602,0.819179700451242,0.221766375166917
1.96666666666667,2.03333333333333,4.96666666666667,2.46666666666667,2.63333333333333,4.66666666666667,2.96666666666667,2.8,0.472081413407685,0.802429575428053,0.840874433032718,0.7281127884135,1.02459478323217,0.637859516847882
0.633333333333333,1.96666666666667,3.66666666666667,2.13333333333333,0.2,3.2,4.56666666666667,2.6,0.477884208617076,0.260779927874852,0.257818574584756,0.403803827248562,0.754559758512972,0.844895373679338
1.96666666666667,2.13333333333333,3.26666666666667,2.33333333333333,2.2,4.5,4.3,2.6,0.459121326826553,0.282146488076022,0.371265820760501,0.280525034228889,0.0793835425911192,0.653218737199976
1.3,0.833333333333333,0.1,1.1,2.36666666666667,3.76666666666667,1.93333333333333,1.93333333333333,0.33280511410589,0.130885460490856,0.48656052907305,0.0280423011421747,0.394546634946066,0.0306742309800722
2.7,1.16666666666667,2.46666666666667,1.63333333333333,1.43333333333333,4.63333333333333,3.86666666666667,2.3,0.638393468408781,0.333163514285731,0.269223529172942,0.199329890876799,0.599883536029346,0.0840713286306735
