StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Prolific ID ,1_Happy_1,1_Anger _1,1_Sad _1,1_Fear_1,1_Surprise_1,1_Disgust_1,2_Happy_1,2_Anger _1,2_Sad _1,2_Fear_1,2_Surprise_1,2_Disgust_1,3_Happy_1,3_Anger _1,3_Sad _1,3_Fear_1,3_Surprise_1,3_Disgust_1,4_Happy_1,4_Anger _1,4_Sad _1,4_Fear_1,4_Surprise_1,4_Disgust_1,5_Happy_1,5_Anger _1,5_Sad _1,5_Fear_1,5_Surprise_1,5_Disgust_1,6_Happy_1,6_Anger _1,6_Sad _1,6_Fear_1,6_Surprise_1,6_Disgust_1,7_Happy_1,7_Anger _1,7_Sad _1,7_Fear_1,7_Surprise_1,7_Disgust_1,8_Happy_1,8_Anger _1,8_Sad _1,8_Fear_1,8_Surprise_1,8_Disgust_1,9_Happy_1,9_Anger _1,9_Sad _1,9_Fear_1,9_Surprise_1,9_Disgust_1,10_Happy_1,10_Anger _1,10_Sad _1,10_Fear_1,10_Surprise_1,10_Disgust_1,11_Happy_1,11_Anger _1,11_Sad _1,11_Fear_1,11_Surprise_1,11_Disgust_1,12_Happy_1,12_Anger _1,12_Sad _1,12_Fear_1,12_Surprise_1,12_Disgust_1,13_Happy_1,13_Anger _1,13_Sad _1,13_Fear_1,13_Surprise_1,13_Disgust_1,14_Happy_1,14_Anger _1,14_Sad _1,14_Fear_1,14_Surprise_1,14_Disgust_1,15_Happy_1,15_Anger _1,15_Sad _1,15_Fear_1,15_Surprise_1,15_Disgust_1,16_Happy_1,16_Anger _1,16_Sad _1,16_Fear_1,16_Surprise_1,16_Disgust_1,17_Happy_1,17_Anger _1,17_Sad _1,17_Fear_1,17_Surprise_1,17_Disgust_1,18_Happy_1,18_Anger _1,18_Sad _1,18_Fear_1,18_Surprise_1,18_Disgust_1,19_Happy_1,19_Anger _1,19_Sad _1,19_Fear_1,19_Surprise_1,19_Disgust_1,20_Happy_1,20_Anger _1,20_Sad _1,20_Fear_1,20_Surprise_1,20_Disgust_1,21_Happy_1,21_Anger _1,21_Sad _1,21_Fear_1,21_Surprise_1,21_Disgust_1,22_Happy_1,22_Anger _1,22_Sad _1,22_Fear_1,22_Surprise_1,22_Disgust_1,23_Happy_1,23_Anger _1,23_Sad _1,23_Fear_1,23_Surprise_1,23_Disgust_1,24_Happy_1,24_Anger _1,24_Sad _1,24_Fear_1,24_Surprise_1,24_Disgust_1,25_Happy_1,25_Anger _1,25_Sad _1,25_Fear_1,25_Surprise_1,25_Disgust_1,26_Happy_1,26_Anger _1,26_Sad _1,26_Fear_1,26_Surprise_1,26_Disgust_1,27_Happy_1,27_Anger _1,27_Sad _1,27_Fear_1,27_Surprise_1,27_Disgust_1,28_Happy_1,28_Anger _1,28_Sad _1,28_Fear_1,28_Surprise_1,28_Disgust_1,PROLIFIC_PID
2022/2/17 07:19,2022/2/17 07:34,IP Address,100,899,TRUE,2022/2/17 07:34,R_UckH5Hr6784fK4V,anonymous,EN,,I agree,5fbc69b5610c1913f3041a2c,6,1,4,5,4,1,9,1,1,5,6,1,1,7,1,4,1,5,1,7,5,3,1,6,8,1,1,3,6,1,5,1,5,6,2,1,1,7,1,1,1,1,3,5,3,6,7,1,8,3,5,2,6,1,1,6,9,6,1,1,1,6,5,7,1,5,1,7,5,5,2,9,1,6,6,7,2,1,9,1,1,2,7,1,1,8,8,9,4,5,9,1,1,2,8,1,1,4,9,6,2,1,9,1,1,1,7,1,8,2,1,3,5,1,1,7,9,9,2,5,7,1,1,2,6,1,8,1,1,4,7,1,2,6,2,8,9,3,7,1,2,1,1,1,1,6,9,4,1,1,1,8,9,7,1,2,1,2,4,8,7,3,9,9,9,9,9,9,5fbc69b5610c1913f3041a2c
2022/2/17 07:21,2022/2/17 07:35,IP Address,100,826,TRUE,2022/2/17 07:35,R_1mCQTwTrvGjA5ju,anonymous,EN,,I agree,6047d8572fe1820af85aec13,7,1,1,1,1,1,9,1,1,1,6,1,1,9,1,1,1,8,1,9,1,1,1,2,9,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,6,1,4,1,1,1,1,1,7,1,1,1,1,1,1,6,8,1,1,6,1,6,1,1,1,6,1,5,3,3,2,8,1,1,8,8,1,2,9,1,1,1,4,1,1,1,6,9,2,1,9,1,1,1,1,1,1,1,9,6,1,2,9,1,1,1,1,1,9,1,1,1,1,1,1,1,6,8,3,1,9,1,1,1,1,1,8,1,1,1,1,1,7,6,6,7,6,4,1,1,1,1,1,1,1,3,8,6,1,1,1,1,9,1,1,1,1,1,1,7,9,1,9,9,9,9,9,9,6047d8572fe1820af85aec13
2022/2/17 07:14,2022/2/17 07:36,IP Address,100,1323,TRUE,2022/2/17 07:36,R_1FPVYv3EispsWPs,anonymous,EN,,I agree,607717eaae6e81fa5a889d7f,9,2,6,2,3,2,7,2,1,1,7,1,1,9,6,1,4,9,2,9,4,2,6,7,7,3,1,1,3,2,8,3,7,1,3,2,1,2,2,7,6,1,6,3,3,3,8,3,1,1,1,7,7,2,1,4,9,7,7,4,3,6,3,4,2,2,2,7,4,2,6,9,1,6,7,8,9,4,9,3,2,1,3,2,1,7,9,8,9,4,9,3,6,4,4,3,1,3,9,6,3,5,9,1,1,1,5,1,7,1,2,2,2,1,1,3,8,7,7,2,6,2,2,2,6,7,7,2,2,1,2,1,1,2,2,6,8,2,5,3,5,3,4,1,1,3,8,7,4,2,1,7,9,3,2,7,1,2,2,7,7,2,6,4,6,6,7,4,607717eaae6e81fa5a889d7f
2022/2/17 07:23,2022/2/17 07:36,IP Address,100,752,TRUE,2022/2/17 07:36,R_3DjpHTAqeBWv4XI,anonymous,EN,,I agree,5df3c34082a95529ff6681ce,7,1,1,1,4,1,9,1,1,1,2,1,1,9,7,3,3,7,2,8,7,6,1,9,8,1,1,1,1,1,9,2,1,7,6,2,1,7,8,6,9,5,6,2,2,1,6,1,8,1,1,1,3,1,1,7,9,5,6,4,3,9,9,6,7,9,1,9,7,6,1,9,1,3,7,9,7,9,8,1,1,1,1,1,1,4,6,8,5,6,9,1,1,1,2,1,1,7,9,9,1,4,9,1,1,1,1,1,7,1,1,1,2,1,1,7,9,9,4,6,9,1,1,1,1,1,8,1,1,1,1,1,3,3,3,6,9,6,4,1,1,1,1,1,2,2,9,8,2,7,1,6,9,8,3,5,3,2,1,6,9,3,9,9,9,9,9,9,5df3c34082a95529ff6681ce
2022/2/17 07:09,2022/2/17 07:36,IP Address,100,1615,TRUE,2022/2/17 07:36,R_2zebQqYVD8G8cbN,anonymous,EN,,I agree,607132b2f83c182c8800f69a,6,1,1,6,9,1,6,1,1,6,9,1,1,9,1,4,1,3,4,9,6,7,3,9,9,1,1,1,1,1,7,1,1,1,1,1,1,7,3,6,1,2,1,1,1,1,8,1,5,1,8,7,3,1,1,6,9,7,4,2,1,6,6,6,1,9,1,7,6,6,1,9,1,1,6,6,1,6,7,1,1,9,9,1,1,3,2,9,1,1,9,1,1,6,1,1,1,1,9,3,1,1,9,1,1,1,1,1,9,1,6,6,6,1,1,1,7,9,2,2,9,1,1,4,7,1,8,1,1,1,2,1,1,1,1,9,1,1,9,1,1,2,1,1,1,2,9,9,1,1,1,3,6,9,1,1,1,1,1,3,9,1,9,9,9,9,9,9,607132b2f83c182c8800f69a
2022/2/17 07:15,2022/2/17 07:37,IP Address,100,1296,TRUE,2022/2/17 07:37,R_2tA7D4K4hFgdE5k,anonymous,EN,,I agree,6079e689fc6b1e925ad2ee15,9,1,1,1,5,1,9,1,1,1,6,1,1,9,7,1,1,8,1,7,1,1,1,7,9,1,1,1,1,1,8,1,8,6,1,1,1,1,1,2,1,6,1,1,1,1,2,6,1,7,9,1,1,6,1,6,9,5,2,3,1,1,6,1,1,7,1,9,9,1,1,9,1,1,7,9,8,7,9,1,1,1,1,1,1,1,9,9,2,1,9,1,1,1,6,1,1,1,9,1,1,1,9,1,1,1,3,1,9,1,1,1,6,1,1,1,3,5,3,1,9,1,1,1,1,1,2,1,1,1,1,7,1,1,1,8,1,1,9,1,1,1,1,1,1,1,9,5,6,1,1,1,9,1,1,2,9,1,1,9,9,1,9,9,9,9,9,9,6079e689fc6b1e925ad2ee15
2022/2/17 07:12,2022/2/17 07:37,IP Address,100,1522,TRUE,2022/2/17 07:37,R_2PsU5o8VVgTpEaK,anonymous,EN,,I agree,6078a7a7944e269288fdb989,7,1,2,3,7,1,7,1,1,1,2,1,1,9,1,3,1,6,2,9,1,2,1,6,9,1,1,1,4,1,7,1,6,2,3,1,1,1,1,6,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,8,9,6,1,8,1,8,6,7,6,9,1,7,1,6,1,8,1,1,6,7,6,1,8,1,1,1,8,1,1,1,2,9,4,1,9,1,1,2,7,1,1,1,7,7,3,1,9,1,1,1,4,1,6,1,2,1,6,1,1,1,1,7,2,1,9,3,1,4,5,1,9,1,2,3,6,1,5,6,4,8,8,3,7,1,1,7,1,1,1,2,8,6,6,1,1,4,9,6,2,1,1,1,2,9,9,2,9,9,9,9,9,9,6078a7a7944e269288fdb989
2022/2/17 07:24,2022/2/17 07:38,IP Address,100,855,TRUE,2022/2/17 07:38,R_2S9rrObQLwTetVR,anonymous,EN,,I agree,605986be77c362e33eac85c2,1,5,1,5,4,1,7,1,1,1,7,1,1,8,1,1,1,9,1,9,5,1,1,6,8,1,1,1,1,1,1,1,7,1,1,1,1,6,5,7,6,5,1,1,1,1,7,1,6,1,1,1,1,1,1,7,9,1,1,6,1,9,6,1,1,7,1,1,6,1,1,9,6,1,5,1,1,3,8,1,1,1,6,1,1,1,1,9,1,1,7,1,5,1,1,1,1,1,9,1,1,1,6,1,1,1,1,1,9,1,7,1,1,1,6,1,1,1,7,1,9,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,6,1,6,1,5,1,6,1,1,1,8,1,1,1,1,1,9,1,1,1,1,1,1,7,9,2,9,9,9,9,9,9,605986be77c362e33eac85c2
2022/2/17 07:17,2022/2/17 07:41,IP Address,100,1467,TRUE,2022/2/17 07:41,R_2xDUqCUKarb4X0U,anonymous,EN,,I agree,6020817e6706506bebee2f8a,9,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,9,6,1,1,1,1,1,7,1,6,1,1,1,1,1,1,9,7,1,1,1,1,7,9,1,9,1,1,1,1,1,1,1,9,6,1,6,1,9,1,1,9,7,1,9,1,1,1,9,1,1,7,9,1,7,9,1,1,1,1,1,1,1,9,9,1,1,9,1,1,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,6,9,1,1,9,1,1,1,1,1,6,1,1,1,1,1,7,4,9,9,9,7,1,1,1,1,1,1,1,1,9,1,1,1,1,1,9,4,1,1,1,1,1,9,9,7,9,9,9,9,9,9,6020817e6706506bebee2f8a
2022/2/17 07:19,2022/2/17 07:48,IP Address,100,1726,TRUE,2022/2/17 07:48,R_2zFNdTWOhDJQLcI,anonymous,EN,,I agree,60b7d22eb380995e599be3bf,9,2,3,7,6,1,9,4,4,5,2,1,1,2,7,4,3,7,2,8,8,6,5,9,9,3,4,5,2,1,9,5,5,3,4,3,6,6,4,6,4,4,8,3,3,7,6,3,9,3,4,2,2,1,1,8,7,8,8,4,1,8,8,7,6,9,1,8,9,6,7,9,6,9,8,7,9,7,8,2,1,2,2,1,5,7,6,6,8,7,9,2,2,4,4,1,1,8,8,4,4,3,9,2,1,2,1,1,9,2,3,4,2,1,1,9,9,7,8,7,7,2,3,3,3,1,6,6,7,6,3,7,8,7,7,7,9,7,7,3,6,4,6,3,7,4,6,7,8,2,1,8,8,4,5,3,8,7,5,7,9,1,9,9,9,9,9,9,60b7d22eb380995e599be3bf
2022/2/17 07:23,2022/2/17 07:49,IP Address,100,1547,TRUE,2022/2/17 07:49,R_uncrspxKIZdBsRz,anonymous,EN,,I agree,608f896cbb14d38fcaad330d,7,1,1,1,5,1,9,1,1,1,4,1,1,9,3,4,1,9,1,9,3,5,3,9,9,1,1,1,1,1,7,7,7,4,5,1,1,1,1,9,9,7,7,1,1,5,6,3,9,1,1,1,1,1,1,1,7,8,9,1,1,7,5,1,2,9,1,1,1,4,2,9,1,1,6,6,8,2,9,1,1,1,4,1,1,3,6,9,9,3,9,1,1,1,1,1,1,2,9,5,1,1,8,1,1,1,5,1,9,1,1,1,1,1,1,1,3,6,6,1,5,1,1,2,9,6,2,1,2,1,1,1,3,6,3,6,7,4,6,1,1,1,1,1,1,1,9,8,6,6,1,4,9,1,1,1,5,1,1,8,9,1,9,9,9,9,9,9,608f896cbb14d38fcaad330d
2022/2/17 07:27,2022/2/17 07:49,IP Address,100,1291,TRUE,2022/2/17 07:49,R_3JqQNUP0tQqG1UM,anonymous,EN,,I agree,5fa154fd4cbe97227182aff7,9,1,1,2,6,1,9,1,2,3,6,1,1,9,6,4,4,7,1,9,2,2,2,8,9,1,2,3,7,1,9,2,7,5,6,3,1,1,3,7,6,4,6,4,2,5,7,4,3,7,3,5,7,7,1,8,9,6,4,8,1,9,8,7,4,8,1,7,6,7,4,9,1,1,8,7,7,7,7,2,1,4,6,3,1,2,7,7,4,6,9,1,2,2,7,1,1,7,9,7,3,3,9,1,1,2,6,1,9,1,1,3,7,1,1,8,8,6,6,8,9,1,2,3,6,2,9,1,2,2,7,1,3,4,4,7,9,7,9,1,3,4,6,2,1,1,9,4,2,2,1,8,9,3,4,4,2,2,2,7,9,3,9,9,9,9,9,9,5fa154fd4cbe97227182aff7
2022/2/17 07:23,2022/2/17 07:54,IP Address,100,1832,TRUE,2022/2/17 07:54,R_4H3crqBqceVUBAl,anonymous,EN,,I agree,604dcac5272f4771c6fbec10,6,5,5,5,6,5,9,5,5,5,5,5,1,9,2,5,5,9,5,8,5,5,5,8,6,5,5,5,5,5,7,5,5,5,5,5,5,5,6,6,6,5,1,1,1,1,9,1,6,5,5,5,5,5,1,6,9,6,6,7,5,7,6,5,5,7,5,7,5,5,5,8,1,6,6,6,6,6,7,5,5,5,5,5,5,5,6,7,7,5,7,5,5,5,5,5,1,6,9,6,6,6,9,5,5,5,5,5,7,5,5,5,6,5,5,5,6,8,7,5,6,5,5,5,5,5,7,5,5,5,5,5,5,5,5,8,8,5,6,5,5,5,6,5,5,5,7,6,5,5,5,5,9,6,5,5,5,5,5,5,7,5,1,1,1,1,1,1,604dcac5272f4771c6fbec10
2022/2/17 07:40,2022/2/17 07:56,IP Address,100,983,TRUE,2022/2/17 07:56,R_33eAJtRFewcuhDs,anonymous,EN,,I agree,5c66d6a50d7f5f00014b8ab0,7,1,1,1,1,1,6,1,1,1,1,1,1,7,1,2,1,7,1,6,1,1,1,6,7,1,1,1,1,1,6,1,1,1,1,1,1,1,6,7,1,1,1,2,2,1,6,2,6,1,1,1,1,1,2,6,6,4,2,6,1,7,6,1,1,7,1,7,6,6,2,9,1,1,1,6,1,1,1,1,1,1,1,1,1,4,6,7,7,6,6,1,1,1,1,1,1,2,8,7,1,3,7,1,1,1,1,1,6,2,1,1,3,1,1,1,5,1,1,1,7,1,1,1,1,1,6,1,1,1,1,1,2,6,6,6,7,6,6,2,3,2,2,1,1,1,7,1,1,1,1,4,9,6,4,6,1,1,1,7,9,1,9,9,9,9,9,9,5c66d6a50d7f5f00014b8ab0
2022/2/17 07:47,2022/2/17 08:18,IP Address,100,1823,TRUE,2022/2/17 08:18,R_wXCIJU0GRzb1ClX,anonymous,EN,,I agree,60b8d0824ab2f42c5934b3b8,8,2,2,1,7,1,9,1,1,1,7,1,1,9,4,6,1,8,1,8,3,2,1,9,9,1,1,1,2,1,7,2,2,7,6,1,1,3,6,9,8,4,1,1,1,6,7,1,7,3,1,1,4,1,1,8,9,6,2,7,1,9,7,6,4,9,1,8,7,6,2,9,1,4,6,6,3,3,8,1,1,2,6,1,1,3,6,9,6,1,7,1,1,1,1,1,1,3,8,2,1,2,9,1,1,1,6,1,6,1,1,1,4,1,1,4,6,8,4,2,9,1,1,1,7,1,8,1,1,1,3,1,7,6,6,9,8,7,4,1,1,1,6,1,1,3,8,7,1,1,1,4,8,1,1,3,1,2,1,9,9,2,9,9,9,9,9,9,60b8d0824ab2f42c5934b3b8
2022/2/17 08:08,2022/2/17 08:26,IP Address,100,1070,TRUE,2022/2/17 08:26,R_sRpvXBeTCx5YShH,anonymous,EN,,I agree,5c2a7509a4694800019815c7,4,2,2,7,8,1,9,1,1,1,6,1,1,9,2,1,1,5,1,8,2,1,1,5,8,1,1,1,1,1,4,1,1,6,1,1,1,8,2,7,2,2,2,1,1,1,8,1,1,1,1,2,7,1,1,4,9,7,2,1,1,9,2,4,1,7,1,7,2,3,2,9,1,1,6,9,7,1,2,1,1,1,6,1,1,3,1,9,7,2,8,1,1,6,6,1,1,2,9,8,4,1,8,1,1,6,1,1,8,2,1,5,6,1,1,7,7,9,2,2,8,1,1,1,7,1,7,3,1,1,1,1,1,1,1,7,8,1,9,1,1,1,2,1,1,2,7,8,3,1,1,3,9,7,2,2,1,1,1,6,9,1,9,9,9,9,9,9,5c2a7509a4694800019815c7
